카테고리,비율
마케팅,0.37767220902612825
프로그래밍,0.27315914489311166
데이터 사이언스,0.17695961995249407
부동산/금융,0.052256532066508314
업무 생산성,0.043942992874109264
영상/3D,0.04156769596199525
디자인,0.0344418052256532
