,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
The RED : UX디자인의 정석 2022,1,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
초격차 패키지 : 한 번에 끝내는 유튜브 크리에이터 되기,0,24,0,1,0,0,2,3,0,1,4,1,5,0,0,1,0,0,2,0,2,1,1,0,0,0,0,1,0,2,7
초격차 패키지 : 100개의 클론디자인으로 배우는 UX/UI,0,5,2,5,0,1,8,3,3,3,11,0,4,0,1,5,0,2,0,0,2,1,3,2,2,1,2,2,6,4,1
초격차 패키지 : 한 번에 끝내는 데이터 분석 툴,0,4,1,4,0,1,0,2,1,0,1,2,1,1,0,1,0,1,0,1,0,2,1,3,2,3,3,2,1,3,3
초격차 패키지 : 한 번에 끝내는 게임 배경의 모든 것,0,4,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0
"쟈니브로스에게 배우는 영상 완성의 3단계 : 편집, 색보정, CG효과",0,4,1,1,0,0,2,1,0,1,1,0,1,0,0,0,0,0,0,1,2,0,1,1,0,0,1,2,0,2,0
올인원 패키지 : iOS 앱 개발,0,4,0,2,0,0,1,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
올인원 패키지 : 애프터이펙트를 활용한 2D 모션그래픽 (2021),0,3,1,3,1,1,2,0,0,0,5,1,3,0,2,2,1,1,0,1,1,1,0,1,0,1,1,5,1,1,2
올인원 패키지 : 권오상의 금융 아카데미 - 권오상 회계사의 자금조달 분석 및 가치평가 (수강시간 제한),0,3,1,1,0,1,0,0,0,0,0,0,1,1,0,0,2,0,2,0,0,1,1,0,0,1,1,2,0,3,0
초격차 패키지 : 한 번에 끝내는 데이터 사이언스,0,2,2,2,0,0,1,1,1,2,4,0,2,1,1,1,3,0,0,0,1,0,1,0,0,0,0,1,0,0,5
The RED : 효과적인 비동기처리를 위한 Kotlin Coroutines & Flow 마스터 by 김용욱,0,2,1,7,0,1,2,5,1,4,6,3,5,8,6,3,3,2,1,2,2,2,3,1,2,3,2,6,8,4,15
150만 원으로 월 천만 원 도전하는 액세서리 스마트스토어 부업,0,2,0,1,0,0,1,0,1,2,0,2,0,2,2,1,0,0,2,0,1,1,0,1,1,0,0,1,2,1,2
글로벌 엑스퍼트: 캐글 1위와 풀어보는 머신러닝 입문 트레이닝,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
올인원 패키지 : IREN의 배경과 소품을 활용한 캐주얼 일러스트,0,2,0,5,1,1,1,2,0,5,6,0,1,2,2,2,0,0,0,0,0,1,1,1,1,2,1,1,0,2,3
매치무브 온보딩 :Maya와 3D Equalizer로 배우는 헐리우드 매치무브,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
The RED : 백엔드 에센셜 : 대용량 서비스를 위한 아키텍처 with Redis by 강대명,0,1,0,1,1,2,1,5,0,0,6,2,2,0,0,2,0,0,1,1,1,0,1,1,1,1,0,2,0,2,2
The RED : StarGAN 저자 주재걸의 이미지/영상 생성 마스터 클래스,0,1,0,4,0,1,2,4,1,2,2,0,10,0,0,0,1,1,1,0,6,2,0,1,2,1,0,1,1,1,3
올인원 패키지 : 리눅스 실전 정복,0,1,1,4,0,0,3,1,2,0,3,0,4,0,1,1,0,0,0,1,1,0,2,1,1,0,1,3,2,0,2
올인원 패키지 : C#으로 하는 인공지능 게임 제작 : 강화학습 에이전트를 사용한 보드게임 제작 실습,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The RED : 칼만필터를 활용한 자율주행 센서퓨전 기술 구현 by 조형기,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,1,1,0,0,1,0,1,8,2,2
초격차 패키지 : 한번에 끝내는 3D 디자인 툴,0,1,2,1,0,1,1,1,1,2,3,1,0,1,2,0,1,0,3,1,2,0,0,1,1,0,1,0,3,2,2
올인원 패키지 : 김기현의 딥러닝을 활용한 자연어처리 입문,0,1,0,2,0,0,3,0,0,1,1,0,2,0,1,2,2,3,0,0,3,1,0,1,0,0,1,1,0,0,4
올인원 패키지 : 스프링러너의 스프링 아카데미 : Spring을 활용한 유연한 백엔드 개발 트레이닝,0,1,2,1,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,1
The RED : 국내 최대 규모의 올인원 프로덕션 : 쟈니브로스에게 배우는 뮤직비디오 제작 바이블,0,1,0,0,0,1,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
올인원 패키지 : 강필성의 머신러닝 아카데미,0,1,0,0,0,0,0,1,1,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
초격차 패키지 : 한번에 끝내는 VFX,0,1,2,0,0,0,1,0,0,0,2,1,2,0,0,3,0,1,0,1,2,0,1,1,0,0,1,1,0,0,1
2030을 위한 내 집 마련의 모든 것,0,1,1,4,0,0,1,2,0,0,2,3,2,2,1,0,0,0,1,0,1,0,0,0,0,1,0,3,0,0,1
올인원 패키지 : 파이썬을 활용한 이커머스 데이터 분석,0,1,1,1,0,0,0,1,1,0,2,0,0,1,0,1,0,0,1,0,0,1,4,0,0,1,0,0,0,0,3
올인원 패키지 : 100억을 움직이는 50가지 PPT 디자인 원칙,0,1,2,4,4,3,2,2,3,4,5,2,2,5,1,0,5,2,3,1,1,2,7,1,2,1,1,2,5,3,7
올인원 패키지 : 권오상의 금융 아카데미 - 권오상의 재무제표 분석 기초 (수강시간 제한),0,1,2,1,0,2,0,4,2,5,1,2,1,0,2,0,0,4,2,2,3,3,2,4,3,2,0,1,2,3,3
조MD의 스마트스토어 순수익으로 월급 뛰어넘기,0,1,6,4,0,1,3,1,2,0,2,1,2,0,1,0,1,0,0,0,0,4,0,0,0,1,1,0,0,2,3
올인원 패키지 : 네트워크와 보안 핵심 요약,0,1,0,3,0,2,2,1,0,0,1,0,1,1,0,1,0,0,1,2,3,0,2,1,0,0,2,0,0,2,0
"해외주식명저로 배우는 글로벌 Top 헤지펀드, 퀀트 투자 전략",0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
올인원 패키지 : 딥러닝을 활용한 추천시스템 구현,0,1,1,2,0,1,0,0,2,0,0,0,1,1,1,0,0,2,2,2,2,1,1,2,2,0,0,1,0,0,1
올인원 패키지 : 나의 커리어 치트키 데이터 분석 유치원,0,1,1,3,0,0,2,1,1,1,3,0,4,2,3,0,0,1,0,0,0,2,1,4,0,0,1,2,0,1,9
올인원 패키지 : 7일만에 끝내는 디지털 마케팅 광고집행 실무,0,1,0,3,0,0,1,1,0,1,3,0,1,1,1,0,1,0,0,0,0,2,2,2,2,0,1,0,1,2,4
올인원 패키지 : 생존을 위한 IT 필수지식,0,1,0,2,0,0,1,1,0,6,1,0,1,2,0,1,1,1,1,0,1,0,3,13,1,0,0,0,0,2,4
초격차 패키지 : 나만의 특별한 일상과 여행 드로잉,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,2,0,0,1,0,1
올인원 패키지 : 해외소싱으로 온라인 커머스 정복하기,0,1,0,1,0,0,0,0,1,2,2,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1
초격차 패키지 : 확실하게 끝내는 포토샵&일러스트레이터,0,1,2,0,0,0,0,0,2,5,1,0,3,1,1,4,3,1,0,1,2,1,2,3,1,1,0,1,1,2,6
올인원 패키지 : 현직 Advisory에게 배우는 M&A 전략 및 PMI 실무,0,1,0,1,0,0,0,2,1,0,1,0,3,1,0,0,0,0,2,0,0,0,1,1,1,0,1,1,1,1,0
초격차 패키지 : 한 번에 끝내는 부동산 경매/공매 ,0,1,1,5,0,1,1,0,2,2,5,1,2,1,0,0,0,0,0,0,1,0,0,0,0,2,1,2,0,1,2
Realistic Character 제작으로 배우는 게임 캐릭터 모델링,0,1,0,0,2,0,1,2,1,2,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
올인원 패키지 : 엑셀로 만드는 부동산 Financial Modeling,0,1,0,1,1,2,1,2,0,5,3,2,3,1,1,1,2,0,2,0,0,0,0,1,1,1,3,1,1,5,10
전환율을 높이는 그로스마케팅 by.이하석,0,1,2,3,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,2,1,0,0,1,1,0,0,1
올인원 패키지 : 권오상의 금융 아카데미 - 권오상의 재무제표 분석 심화 (수강시간 제한),0,1,2,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,3,1,1,3,0,1,4,0,1,4
The RED : 조은의 프론트엔드 실무 가이드 : 요구사항 분석과 적정 기술,0,1,2,1,0,0,1,1,1,1,0,2,2,2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0
올인원 패키지 : 파이썬을 활용한 시계열 데이터 분석 A-Z,0,0,3,2,0,0,0,3,1,2,4,3,0,0,0,2,0,0,1,0,3,2,0,1,2,1,0,1,2,1,1
올인원 패키지 : 컴퓨터비전과 딥러닝,0,0,3,6,1,2,3,4,0,2,2,0,9,0,1,2,4,0,1,1,1,2,1,1,3,1,1,3,0,3,5
올인원 패키지 : 클라우드를 활용한 데이터 파이프라인 구축,0,0,2,4,0,0,5,2,0,1,6,0,4,0,0,2,0,1,0,0,1,0,0,2,1,0,0,0,0,6,5
옥테인으로 만드는 뉴디멘션: Vectron 프랙탈 아트웍,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
올인원 패키지 : 박세익 전무에게 배우는 주식 시장 분석 & 포트폴리오 운용 전략,0,0,2,5,0,0,4,2,3,0,7,1,3,1,0,3,2,2,1,0,0,1,0,0,0,1,1,0,1,0,2
초격차 패키지 : 한 번에 끝내는 포토샵 활용,0,0,2,2,0,2,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,2,1,0,0,1,1,0,1,0,2
"The RED : 구글이 선택한 디자이너, 한유진의 디자인 시장 생존전략",0,0,2,0,0,0,0,0,0,1,1,1,2,1,1,3,0,0,1,0,1,0,2,3,0,0,0,3,0,1,3
올인원 패키지 : 성공적인 UX를 위한 유저 리서치 by 카카오페이 리서처,0,0,2,2,0,0,2,0,0,0,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
올인원 패키지 : 박민수에게 배우는 직장인 초현실 투자 전략,0,0,2,0,0,1,1,0,0,0,0,1,3,1,0,0,0,2,0,2,0,0,0,0,2,0,0,1,0,0,1
올인원 패키지 : Financial Modeling,0,0,2,4,0,0,2,1,2,1,3,2,6,4,2,3,2,2,2,0,1,2,2,3,2,1,0,1,4,1,2
모두를 위한 앱 개발 : Android 앱 개발의 정석 with Kotlin,0,0,2,4,0,0,2,2,3,3,9,1,4,1,3,0,1,1,0,2,1,1,1,1,1,1,3,2,3,2,4
부동산 디벨로퍼 아카데미 : 상업용/숙박용 부동산 개발 The Real,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
올인원 패키지 : 스타트업 투자유치&벤처 투자,0,0,1,2,1,2,2,1,0,1,1,3,2,0,2,0,0,0,3,0,0,1,2,3,2,0,2,1,0,0,2
올인원 패키지 : 7일만에 끝내는 마케팅 데이터 분석과 시각화 실무,0,0,1,3,0,2,2,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
올인원 패키지 : 권오상의 금융 아카데미 - M&A 사례로 배우는 재무제표 영향 (수강시간 제한),0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,1,0,1,0,1,2,3,1,1,3,0,3,2
The RED : 견고한 UI 설계를 위한 마크업 가이드 by 정찬명,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The RED : 현실 데이터를 활용한 추천시스템 구현 A to Z by 번개장터 CTO 이동주,0,0,1,2,0,0,1,3,0,1,1,1,2,0,0,0,1,1,1,0,0,1,1,0,1,1,0,3,1,1,1
올인원 패키지 : 시선을 사로잡는 브랜드 디자인,0,0,1,1,0,0,2,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,2,0,3,1,0,0,1
The RED : 고객 경험을 개선하는 A/B테스트 기반 모바일 앱 개발 by 이승민,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
바이블 : 파이썬 기초부터 시작하는 딥러닝 영상인식,0,0,1,5,0,1,3,0,0,0,0,0,1,0,2,0,3,1,0,3,0,0,0,2,0,0,1,0,1,1,0
The RED : 슈퍼앱 운영을 위한 확장성 높은 앱 아키텍처 구축 by 노수진,0,0,1,0,1,0,0,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2
The RED : 비즈니스 성공을 위한 Java/Spring 기반 서비스 개발과 MSA 구축 by 이희창,0,0,1,0,1,0,1,1,0,0,1,2,1,2,0,0,0,0,0,0,0,1,3,1,1,0,0,0,1,2,2
올인원 패키지 : 스케치&피그마를 활용한 모바일 UI 디자인,0,0,0,3,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,1,1,2,1,0,0,0,1,0,0,0,1
올인원 패키지 : 엑셀언니의 사무실용 엑셀뿌수기,0,0,0,3,0,0,1,0,1,0,0,0,1,1,1,3,1,2,1,2,1,0,0,1,0,2,1,0,3,1,1
The RED : Youtube 알고리즘 개발자 이준석의 추천시스템 마스터 클래스,0,0,0,2,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,3,1,0,0,0,0,1,0,0
올인원 패키지 : 디자인의 차이를 만드는 서체 활용법 by 산돌 서체 디자이너,0,0,0,2,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
상가 대통령 김인만의 상가 투자 풀코스 패키지,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
올인원 패키지 : 1억 8천만명을 움직이는 실리콘밸리 슈퍼우먼이 알려주는 대체 불가 관리자로 성장하는 법,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
"브랜딩을 담은 리빙&푸드 스토어, 집에서 시작하기 BY. 전선생",0,0,0,1,1,0,0,1,1,0,2,2,1,2,1,0,2,1,0,1,1,0,0,0,2,0,0,0,0,0,0
The RED : 25개 백엔드 개발 필수 현업 예제를 통해 마스터하는 JAVA STREAM,0,0,0,1,0,0,3,3,0,0,1,1,5,0,1,0,0,0,1,1,2,0,0,1,0,0,0,0,1,0,3
올인원 패키지 : 누적 조회수 12억! 우감독의 재미있는 영상 편집,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,2,2
The RED : 데이터 사이언티스트 하용호,0,0,0,1,0,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
sudo : Tech Leader's Talk 2022 VOD,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
올인원 패키지 : 직장인을 위한 파이썬 데이터분석,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The RED : 최고제품책임자(CPO) 윤희경,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
올인원 패키지 : 박담 작가와 함께 남자 캐릭터 드로잉,0,0,0,0,0,1,3,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
올인원 패키지 : 리더를 위한 HR/인재경영,0,0,0,0,0,1,0,1,0,0,1,1,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,2,1
편집하는여자의 영상편집 마스터클래스 - 제 4강 애프터이펙트 베이직,0,0,0,0,0,0,29,15,8,9,9,5,30,4,6,2,1,0,2,2,2,3,1,1,3,1,0,5,3,4,11
Prometheus와 Grafana를 이용한 실시간 모니터링 시각화,0,0,0,0,0,0,3,2,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,2,3
The RED: ILM 리드 모델러와 만드는 판타지 캐릭터: Dragon and Nun,0,0,0,0,0,0,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
올인원 패키지 : 수학적으로 접근하는 딥러닝,0,0,0,0,0,0,2,1,1,1,0,0,0,0,2,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0
The RED : 프론트엔드 개발자 김태곤,0,0,0,0,0,0,2,0,1,2,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
THE RED : 광고인 박웅현과 크리에이티브,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0
올인원 패키지 : 아이패드로 그리는 수채화 소녀 일러스트,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,1,0,1
The RED : 지브리 스튜디오 제작국장에게 듣는 스토리텔링 기획법,0,0,0,0,0,0,1,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1
부동산 디벨로퍼 아카데미 : 부동산 마케팅,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
REC.ON : AI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The RED : 탑 아티스트가 선택한 디렉터 : 권오준이 알려주는 영상 연출의 모든 것,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
REC.ON : VC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0
The RED : 우버처럼 하는 머신러닝 의사결정 by 정종빈,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The RED : 김민태,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1
The Red : Google 출신 엔지니어와 고성능 검색엔진 만들기 with Elasticsearch,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0
The RED : 현실 세상의 TDD by 이규원,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,2,1,0,0,0,1,0,1,1,0,0,1,1,0,1
The RED : 픽사 라이팅 아티스트에게 배우는 빛과 색의 비주얼 스토리텔링 by 이민형,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
The RED : 카카오페이지 기술전략이사 윤진석,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2
"올인원 패키지 : 디자인 기초 체력 다지기, 시각디자인 요소 활용",0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,2
초격차 패키지 : 왕초보를 위한 한 번에 끝내는 iOS 앱 개발 바이블,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,9,10,4,7,4,2,4,4,5,4,4,5,5,4,9,21
The RED : AI 대학원 서민준에게 배우는 자연어처리 : 대형언어모델&퓨샷러닝,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,1,7,2,1,3,1,2,1,2,2,2,4,2,2,2
초격차 패키지 : 한 번에 끝내는 부동산 디벨로퍼의 모든 것,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,2,2,3,1,1,2,0,1,2,0,1,1,1,3,1
올인원 패키지 : 엑셀 실무 마스터,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The RED : 개발자로 살아남기 : 30년을 주도하는 9가지 필수 기술 by 박종천,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
올인원 패키지 : FX 아티스트 김재민의 리얼리스틱 후디니 입문,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,2
실무 초밀착 리눅스: 클라우드 환경 운영부터 성능분석까지,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,5,8,5,7,5,8,3,19,25
올인원 패키지 : star741의 31가지 캐주얼 일러스트 채색&묘사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,2,4,4,6,1,33,6,5,11
The RED : Figma로 끝내는 모바일 UXUI 디자인 프로젝트 Kit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,0,3,3,1,2,1
올인원 패키지 : 영상 제작/편집(2022),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,1,1,0,0,2
REC.ON : Autonomous Vehicle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
초격차 패키지: 한 번에 끝내는 비즈니스 영어,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,6,17
초격차 패키지 : 데이터 엔지니어링,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,8,4
초격차 패키지 : 한 번에 끝내는 부동산 금융(PF) 실무,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,17
올인원 패키지 : 머신러닝 최적화를 위한 Genetic Algorithm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0
초격차 패키지 : 한 번에 끝내는 컴퓨터비전,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,9,17
