,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
초격차 패키지 : 30개 프로젝트로 배우는 프론트엔드 with React,2,0,20,13,15,21,14,7,13,6,6,2,7,2,5,20,4,1,4,8,11,1,3,4,7,4,9,6,5,4,11
초격차 패키지 : 한번에 끝내는 금융ㆍ투자(IB) 실무,2,3,12,3,9,13,15,8,10,5,8,4,2,6,3,6,0,1,2,2,4,2,3,2,2,4,2,1,1,6,15
초격차 패키지 : 30개 프로젝트로 배우는 iOS 앱 개발 with Swift,2,2,29,18,23,9,13,1,15,7,6,4,3,8,4,17,7,3,6,2,5,0,5,6,7,7,5,6,3,8,15
올인원 패키지 : 클라우드를 활용한 데이터 파이프라인 구축,2,0,11,3,6,10,11,1,12,0,3,0,1,2,0,4,3,2,1,2,1,0,0,1,1,1,1,5,2,0,1
올인원 패키지 : 리눅스 실전 정복,2,2,9,12,7,5,7,1,4,3,3,1,1,1,1,2,1,0,2,1,2,0,0,0,2,0,2,1,0,0,2
초격차 패키지 : 한번에 끝내는 영상 촬영과 편집,2,5,24,5,18,4,15,5,10,5,4,3,1,4,3,13,1,1,1,3,7,4,6,2,2,4,4,5,3,2,7
올인원 패키지 : 권오상의 금융 아카데미 - 권오상의 재무제표 분석 기초 (수강시간 제한),2,0,0,1,2,3,0,2,1,5,0,1,1,2,1,2,1,2,0,0,3,2,2,2,2,0,1,1,1,0,5
올인원 패키지 : 최성일의 코딩 초급자를 위한 웹 모션 디자인,2,0,8,5,6,2,9,2,4,1,4,1,1,1,1,3,2,1,2,1,4,0,0,0,1,1,1,3,0,2,1
초격차 패키지 : 한 번에 끝내는 React의 모든 것,2,1,32,22,17,16,23,5,15,8,2,5,6,3,5,6,2,4,7,4,4,2,1,1,3,2,2,5,7,0,6
The RED : StarGAN 저자 주재걸의 이미지/영상 생성 마스터 클래스,2,1,4,0,1,1,4,1,5,1,1,1,1,2,4,2,1,4,4,1,1,1,1,2,2,4,4,4,0,1,2
 올인원 패키지 : 알고리즘 기술면접 완전 정복,2,2,19,12,17,7,13,4,5,4,5,3,2,5,2,9,4,1,3,1,4,0,0,2,2,2,1,1,2,3,4
올인원 패키지 : 스프링의 정석 : 남궁성과 끝까지 간다,2,3,12,9,6,9,8,3,9,3,5,7,3,5,0,9,5,3,1,3,8,1,1,1,5,5,5,5,4,3,3
올인원 패키지 : 배곡파 작가의 웹소설 남자 캐릭터 일러스트,2,4,8,5,6,6,5,2,10,2,3,2,3,4,5,6,16,9,10,10,11,1,11,4,6,3,4,3,5,5,15
초격차 패키지 : 한번에 끝내는 3D 모션그래픽,1,1,9,1,5,0,4,1,4,0,1,0,0,1,0,1,1,0,0,0,1,0,2,0,0,1,2,1,2,0,0
The RED : 현실 세상의 TDD by 이규원,1,0,1,0,2,3,0,1,1,0,0,3,1,1,1,1,2,1,0,1,1,1,1,0,3,2,0,1,1,0,2
[Kit] 닷밀의 미디어아트 그래픽 클래스 : 모션그래픽 뉴패러다임 Creative Kit,1,1,11,1,2,2,4,2,7,3,1,0,3,4,2,8,6,0,0,1,4,1,2,1,1,1,0,1,2,1,6
올인원 패키지 : 애프터이펙트를 활용한 2D 모션그래픽 (2021),1,2,9,7,12,5,11,1,5,2,3,0,2,2,0,4,2,1,1,0,2,0,1,1,2,2,0,0,1,0,3
초격차 패키지 : 한 번에 끝내는 주식 투자의 모든 것,1,4,21,7,22,4,15,1,9,9,0,0,4,6,3,10,3,0,1,3,5,2,0,0,3,2,0,2,5,2,11
올인원 패키지 : 30개 글감으로 에세이 작가되기 BY.정영욱,1,0,6,2,3,3,6,0,3,1,0,1,0,2,4,3,0,1,4,2,2,2,1,1,0,0,1,0,2,1,5
The RED : 탑 아티스트가 선택한 디렉터 : 권오준이 알려주는 영상 연출의 모든 것,1,0,2,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
올인원 패키지 : M&A 기업가치평가 및 기술가치평가 실무,1,0,3,0,1,1,1,0,0,0,0,1,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2
올인원 패키지 : star741의 캐주얼 일러스트 드로잉,1,2,14,8,6,6,6,6,8,4,1,5,6,1,0,7,1,3,1,3,4,1,0,3,0,5,2,6,3,4,3
올인원 패키지 : 해외소싱으로 온라인 커머스 정복하기,1,0,4,2,0,1,2,0,0,1,0,0,0,0,1,0,0,1,2,0,2,2,0,0,0,1,1,0,1,0,2
상가 대통령 김인만의 상가 투자 풀코스 패키지,1,0,4,3,5,3,3,1,6,0,0,0,3,2,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1
부동산 디벨로퍼 아카데미 : 인허가,1,2,6,3,2,4,2,0,6,1,1,1,1,1,0,3,1,1,1,0,2,0,0,0,0,1,1,0,0,2,2
초격차 패키지 : 한 번에 끝내는 파이썬 웹 개발,1,2,23,11,9,17,18,5,7,1,6,4,0,7,4,9,0,2,1,4,4,2,2,3,3,1,4,7,3,4,5
"해외주식명저로 배우는 글로벌 Top 헤지펀드, 퀀트 투자 전략",1,0,5,0,1,1,3,1,3,2,0,1,1,0,0,2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1
The Red : Google 출신 엔지니어와 고성능 검색엔진 만들기 with Elasticsearch,1,0,2,3,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,0
올인원 패키지 : 아파트 말고 부동산 재테크 시작하기,1,1,3,0,1,1,2,2,3,1,1,0,0,1,1,4,2,0,0,1,2,0,0,0,0,0,0,2,0,0,0
부동산 디벨로퍼 아카데미 : 토지 개발,1,0,1,1,1,2,5,2,5,2,2,0,1,1,0,0,1,0,1,0,0,1,0,2,1,1,1,2,1,2,4
The RED : 우버처럼 하는 머신러닝 의사결정 by 정종빈,1,0,2,2,1,0,4,1,5,0,0,0,0,0,0,2,1,0,0,0,3,0,1,1,3,0,1,0,1,2,2
김동원의 저예산 마케팅을 위한 검색 광고 최적화 -SEO/SEM마스터,1,1,8,2,0,2,4,0,4,2,0,0,1,1,1,1,2,0,0,0,1,0,0,1,1,0,3,2,0,0,1
올인원 패키지 : C#과 유니티로 배우는 게임개발,1,0,17,10,9,5,10,4,8,8,1,3,3,2,0,5,0,2,1,0,4,0,2,0,1,3,2,3,0,0,4
올인원 패키지 : 누구나 가능한 VR/AR 콘텐츠 제작,1,1,7,8,7,4,7,8,3,4,1,1,3,1,0,2,1,1,0,1,1,1,0,0,1,1,0,2,0,1,1
REC.ON : VC,1,0,0,1,0,0,0,0,1,2,0,0,1,0,1,0,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0
올인원 패키지 : 공여사와 무작정 풀어보는 엑셀 실무,1,2,10,5,3,8,7,3,8,9,4,0,3,1,3,3,2,2,6,5,3,1,2,2,2,4,4,0,3,4,3
올인원 패키지 : 100억을 움직이는 50가지 PPT 디자인 원칙,1,4,7,6,7,5,10,4,16,6,2,5,2,1,1,0,0,3,3,1,6,2,3,4,4,2,4,8,7,3,11
"브랜딩을 담은 리빙&푸드 스토어, 집에서 시작하기 BY. 전선생",1,1,4,3,3,5,4,1,1,1,3,1,1,4,0,1,4,0,0,0,0,1,0,0,1,2,1,3,0,0,2
애프터이펙트 플러그인을 활용한 모션그래픽 아트워크,1,0,4,1,1,1,5,0,1,0,0,0,1,2,1,3,0,0,0,1,3,0,0,1,0,1,0,1,0,0,0
업계 TOP 세무사와 부동산 세금 고민 끝장내기,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,2,0,1,1,1,0,1,1,0,1,2
올인원 패키지 : 다빈치리졸브로 배우는 영상 색 보정 A to Z,1,0,9,5,3,1,5,0,0,0,2,0,2,1,1,2,1,2,2,1,1,1,0,0,1,2,1,1,1,1,4
초격차 패키지 : 100개의 클론디자인으로 배우는 UX/UI,1,0,14,3,12,9,17,4,7,4,3,2,5,3,1,4,3,2,1,1,8,1,1,3,6,7,9,7,5,2,15
초격차 패키지 : 무조건 팔리는 SNS콘텐츠 끝장내기,1,0,10,11,8,2,11,1,10,2,2,0,1,5,1,8,1,1,0,2,4,0,3,0,2,2,3,5,4,1,5
"올인원 패키지 : 김기현의 BERT, GPT-3를 활용한 자연어처리",1,1,11,3,4,4,8,0,4,0,1,4,0,2,0,6,0,2,1,1,1,4,0,2,1,1,2,2,1,0,2
초격차 패키지 : 한 번에 끝내는 유튜브 크리에이터 되기,1,2,5,5,8,2,4,5,5,0,3,3,2,1,1,3,3,0,0,1,3,1,1,1,1,0,1,2,0,1,6
The RED : 김영하 작가의 내 안의 숨은 이야기를 찾아 쓰는 법,1,6,6,4,12,1,2,6,9,6,7,8,5,1,2,9,2,2,4,2,7,3,1,10,5,6,3,10,8,9,22
올인원 패키지 : 유니티 포트폴리오 완성,1,1,12,5,2,3,2,2,2,1,1,0,2,1,0,2,0,0,0,0,0,0,1,3,0,3,0,1,0,0,1
초격차 패키지 : 한 번에 끝내는 일러스트레이터 활용,1,1,12,4,2,6,3,2,3,1,1,0,0,1,4,6,1,3,0,0,4,0,0,1,2,1,2,0,0,1,2
초격차 패키지 : 한 번에 끝내는 반복 업무 자동화,1,0,2,2,3,2,3,0,1,0,3,1,3,0,0,3,0,0,0,0,1,0,0,1,0,1,2,0,0,1,0
올인원 패키지 : 대체투자 자산운용 실무,1,0,3,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,5,1,1,0,0,0,1,2,2,1,0,1
올인원 패키지 : 부동산 디벨로퍼,1,4,3,10,9,9,6,3,9,5,1,6,3,3,2,5,1,2,2,2,2,0,0,1,4,5,5,3,4,7,9
올인원 패키지 : 스타트업 투자유치&벤처 투자,1,1,5,1,1,5,5,1,6,2,3,3,2,5,2,3,1,2,1,1,4,0,0,0,1,2,1,1,1,0,1
초격차 패키지 : 게임 개발자 취업의 모든 것,1,0,6,4,9,2,7,3,9,0,1,6,0,1,4,2,2,2,1,1,1,0,0,1,2,0,2,1,1,1,6
올인원 패키지 : 리더를 위한 HR/인재경영,1,0,1,2,2,0,2,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
연습문제 패키지 : 퀴즈처럼 풀면서 배우는 파이썬 머신러닝 300제+,1,2,9,9,4,6,4,0,4,3,0,1,0,3,0,3,1,1,1,1,1,0,0,4,3,0,0,1,0,0,5
초격차 패키지 : 한 번에 끝내는 Java/Spring 웹 개발 마스터,1,4,31,18,28,18,17,8,26,9,9,11,9,7,8,22,5,6,2,4,3,0,2,7,8,11,9,16,6,10,14
올인원 패키지 : 소금툰과 함께 캐릭터 드로잉/굿즈/임티/컷툰,1,1,5,5,2,4,6,0,3,3,0,1,1,2,1,6,3,1,1,1,2,2,1,0,0,2,2,4,1,1,0
"올인원 패키지 : GA4 탑재, 구글 애널리틱스 끝장내기",1,3,19,11,9,6,7,2,6,5,10,7,4,3,3,2,1,6,2,4,5,2,1,4,8,2,2,5,3,0,6
올인원 패키지 : 엑셀언니의 사무실용 엑셀뿌수기,1,1,3,0,2,4,2,2,3,3,10,1,0,1,0,3,2,1,0,0,0,2,1,0,1,0,2,0,0,0,2
올인원 패키지 : Financial Modeling,1,2,14,6,7,6,9,0,7,5,1,3,4,4,5,6,2,1,1,2,5,1,0,1,1,2,2,2,2,5,6
올인원 패키지 : 머신러닝 서비스 구축을 위한 실전 MLOps,1,1,16,7,14,12,14,1,10,3,4,2,3,8,6,8,0,2,3,0,8,1,1,3,0,3,3,1,1,4,2
올인원 패키지 : 직장인을 위한 파이썬 데이터분석,1,2,10,10,11,8,14,5,8,6,2,4,1,1,4,9,1,2,0,2,4,2,2,4,0,1,2,2,3,2,3
올인원 패키지 : 모델 성능 개선으로 익히는 강화학습 A to Z,1,0,9,1,1,6,7,1,2,2,0,1,1,0,2,3,1,1,2,0,1,0,0,0,0,1,1,0,1,1,1
올인원 패키지 : 파이썬을 활용한 데이터 전처리 Level UP,1,0,8,3,3,1,5,0,2,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
나의 칼퇴치트키 엑셀유치원,0,8,22,15,19,13,22,9,26,3,10,13,7,12,6,17,6,3,5,5,8,2,5,3,9,5,6,13,3,6,9
올인원 패키지 : 디자이너 몰래 듣는 압축 포토샵,0,5,12,13,13,6,9,1,6,4,6,2,2,1,2,7,2,3,0,1,1,1,3,1,5,3,4,1,2,2,6
초격차 패키지 : 한 번에 끝내는 node.js 웹 프로그래밍,0,4,22,4,8,11,7,1,6,5,1,7,2,6,3,4,2,3,1,1,3,0,1,2,2,3,3,1,3,3,4
올인원 패키지 : 권오상의 금융 아카데미 - 권오상 회계사의 자금조달 분석 및 가치평가 (수강시간 제한),0,3,6,0,2,1,1,1,0,0,1,0,1,2,0,2,1,0,1,0,1,2,4,0,1,4,0,0,2,0,4
올인원 패키지 : 6개월 치 업무를 하루 만에 끝내는 업무자동화,0,3,14,6,9,4,7,4,6,4,3,1,3,1,0,5,2,2,2,1,7,1,0,3,2,3,3,2,1,1,0
올인원 패키지 : C++ 실력완성,0,3,11,7,4,3,1,0,3,2,3,0,0,2,1,3,2,2,2,2,3,0,1,1,1,1,0,0,0,2,1
올인원 패키지 : iOS 앱 개발,0,3,6,4,8,3,3,2,4,2,1,0,6,0,0,1,0,2,0,0,2,0,2,1,0,1,1,1,0,1,2
모두를 위한 앱 개발 : Android 앱 개발의 정석 with Kotlin,0,2,10,8,5,3,6,2,7,1,2,2,3,0,2,0,3,5,3,0,5,0,0,2,2,1,1,1,0,1,4
150만 원으로 월 천만 원 도전하는 액세서리 스마트스토어 부업,0,2,6,2,6,3,4,1,2,0,0,2,0,0,0,2,1,0,0,0,1,1,0,0,2,1,1,3,2,2,2
초격차 패키지 : 한번에 끝내는 재무세무회계 ,0,2,7,4,6,6,7,4,6,1,2,5,1,2,2,4,3,2,3,1,4,2,1,4,2,2,1,4,4,3,3
초격차 패키지 : 한번에 끝내는 PPT 제작/디자인,0,2,11,3,8,3,13,4,8,2,10,2,4,4,3,6,2,0,1,3,0,1,1,2,2,0,2,3,2,6,3
올인원 패키지 : 십다 프리미어,0,2,5,5,4,1,3,1,5,1,0,0,1,2,0,1,0,3,4,2,0,0,0,1,0,2,1,4,0,3,3
초격차 패키지 : 한번에 끝내는 디자인 툴,0,2,21,10,7,9,14,6,14,4,4,6,3,3,3,10,4,1,1,2,4,0,0,1,3,1,4,5,3,2,13
올인원 패키지 : 네트워크와 보안 핵심 요약,0,2,12,4,6,3,6,0,1,2,2,0,1,0,0,3,1,0,0,0,0,0,0,0,3,0,1,1,1,1,0
"올인원 패키지 : 가장 쉽게 시작하는 데이터 분석, SQL 유치원",0,2,12,3,7,7,5,3,8,4,4,4,8,4,0,4,4,1,1,1,3,2,2,6,2,2,2,12,1,1,5
올인원 패키지 : 자유자재로 쓰는 태블로 대시보드 마스터,0,1,3,1,3,1,4,0,1,1,0,1,1,1,0,1,0,2,0,1,0,0,2,0,0,1,0,0,1,0,0
올인원 패키지 : 김왼손의 파이썬 업무자동화 유치원,0,1,5,2,4,2,5,1,4,0,2,1,2,1,1,2,3,1,1,0,0,1,0,1,0,1,0,2,1,1,0
The RED : 슈퍼앱 운영을 위한 확장성 높은 앱 아키텍처 구축 by 노수진,0,1,4,2,1,3,1,0,4,3,1,1,1,3,3,1,2,0,3,1,5,3,1,0,3,2,1,3,0,0,3
조MD의 스마트스토어 순수익으로 월급 뛰어넘기,0,1,10,7,7,7,9,1,12,3,1,4,5,2,3,2,1,2,2,2,5,1,1,1,2,8,1,2,2,2,3
올인원 패키지 : 엑셀로 만드는 부동산 Financial Modeling,0,1,11,3,6,1,8,0,8,2,3,3,6,2,2,3,2,2,4,0,2,1,0,0,1,1,1,0,0,3,1
편집하는여자의 영상편집 마스터클래스 - 제 2강 10가지 편집기법으로 프리미어 레벨업하기!,0,1,5,3,2,2,2,2,5,0,1,3,1,1,0,0,0,0,1,1,2,0,0,0,0,0,1,1,0,2,0
코딩 왕초보를 위한 앱 만들기 풀 패키지,0,1,8,6,3,4,5,3,6,0,3,1,3,5,2,1,0,2,1,1,2,1,3,1,1,3,0,1,2,3,6
부동산 디벨로퍼 아카데미 : 주거용 수익형 부동산 개발,0,1,4,1,1,1,3,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1
올인원 패키지 : 강필성의 머신러닝 아카데미,0,1,7,4,2,3,3,0,5,1,0,2,1,1,0,2,3,2,1,2,0,1,0,0,1,2,0,1,0,1,1
"올인원 패키지 : 디자인 기초 체력 다지기, 시각디자인 요소 활용",0,1,3,2,7,0,1,0,2,1,0,1,1,1,0,2,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0
초격차 패키지 : 한 번에 끝내는 게임 배경의 모든 것,0,1,7,4,3,2,4,2,2,0,1,0,2,0,1,2,1,0,0,0,1,1,0,2,1,1,1,1,0,0,0
올인원 패키지 : 박세익 전무에게 배우는 주식 시장 분석 & 포트폴리오 운용 전략,0,1,11,2,3,6,7,3,9,3,4,1,2,1,1,4,1,1,2,1,0,1,0,0,2,0,0,2,2,1,2
올인원 패키지 : 아카데미 : 편집하는여자의 영상편집 마스터클래스 - 제 1강 프리미어프로 베이직,0,1,8,6,7,3,5,0,6,4,4,0,1,2,0,4,0,1,1,4,0,1,1,1,1,1,1,1,0,1,2
올인원 패키지 : 나의 커리어 치트키 데이터 분석 유치원,0,1,6,0,1,1,5,0,2,0,0,1,1,1,0,3,0,1,0,4,3,2,1,4,0,2,0,1,0,2,2
초격차 패키지 : 나만의 특별한 일상과 여행 드로잉,0,1,2,1,1,1,0,3,1,0,1,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,1,1
바이블 : 파이썬 기초부터 시작하는 딥러닝 영상인식,0,1,10,0,5,2,4,1,1,1,1,0,0,0,1,0,2,1,2,1,2,0,0,2,2,2,0,1,0,0,1
용호수의 돈 버는 실전 영상 제작,0,1,5,4,4,3,11,2,9,2,5,0,2,5,2,1,4,1,0,1,1,2,3,2,1,2,1,3,1,2,5
전환율을 높이는 그로스마케팅 by.이하석,0,1,5,1,2,5,9,1,2,2,1,1,1,0,2,1,1,4,1,1,0,0,0,1,2,0,0,4,3,2,0
초격차 패키지 : 한 번에 끝내는 부동산 경매/공매 ,0,1,11,5,7,1,6,2,4,1,0,3,0,0,1,7,2,1,0,1,1,0,0,0,0,2,2,5,2,1,3
올인원 패키지 : 김민태의 프론트엔드 아카데미 : 제 2강 만들어보며 이해하는 React & Redux,0,1,19,2,3,5,9,2,4,0,1,0,0,2,0,1,1,0,1,1,2,0,0,1,2,1,0,2,0,1,3
올인원 패키지 : 수학적으로 접근하는 딥러닝,0,1,12,8,1,3,4,1,3,0,0,1,0,0,1,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1
올인원 패키지 : 박민수에게 배우는 직장인 초현실 투자 전략,0,1,1,1,3,1,1,0,2,0,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,2,2,0,1,1
"초격차 패키지 : 퍼포먼스 마케팅, 데이터로 완전 정복",0,1,8,8,6,2,7,3,2,3,5,5,3,0,2,1,2,6,3,1,0,1,2,1,1,1,3,0,1,0,2
올인원 패키지 : 구글 애널리틱스,0,1,4,2,4,3,1,0,0,1,0,7,0,1,0,1,1,0,2,1,1,2,1,1,0,0,1,2,1,0,2
초격차 패키지 : 한번에 끝내는 3D 디자인 툴,0,1,5,2,3,3,5,1,7,2,0,3,4,2,4,3,0,1,0,0,1,2,1,1,2,3,3,2,4,0,4
"올인원 패키지 : A/B 테스트 탑재, 개인화 마케팅 끝장내기",0,1,7,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3
Kafka 완전 정복 : 클러스터 구축부터 MSA 환경 활용까지,0,0,15,4,6,5,19,2,3,1,3,3,5,4,3,6,2,0,3,3,2,1,2,5,1,1,7,4,3,1,4
올인원 패키지 : 실시간 빅데이터 처리를 위한 Spark & Flink,0,0,14,6,4,10,16,2,9,2,5,4,2,5,4,6,2,2,1,0,6,0,1,1,2,2,0,3,1,1,4
올인원 패키지 : 검색 최적화(SEO) 운영/전략,0,0,14,1,2,2,3,1,1,1,1,1,0,1,0,1,0,1,2,0,2,0,0,0,0,1,3,1,0,1,0
올인원 패키지 : 김민태의 프론트엔드 아카데미 : 제 1강 JavaScript & TypeScript Essential,0,0,14,4,9,5,10,3,4,5,1,1,6,2,0,3,4,2,2,0,2,0,2,2,2,2,2,0,0,1,2
올인원 패키지 : Unity를 활용한 영화 애니메이션 제작,0,0,11,5,5,5,10,1,1,1,0,1,0,1,2,1,1,2,0,1,2,1,0,1,2,3,0,1,0,0,3
연습문제 패키지 : 퀴즈처럼 풀면서 배우는 파이썬 딥러닝 300제+,0,0,11,4,1,5,3,0,3,2,1,0,0,0,1,3,1,1,0,1,1,0,0,0,0,2,1,3,1,1,2
올인원 패키지 : 파이썬을 활용한 시계열 데이터 분석 A-Z,0,0,11,1,7,6,7,2,8,0,1,1,0,2,1,1,2,1,2,1,3,3,0,2,1,3,1,5,1,0,3
올인원 패키지 : FX 아티스트 김재민의 리얼리스틱 후디니 입문,0,0,10,4,2,3,3,1,4,2,1,0,1,0,0,0,2,1,0,1,1,0,1,0,1,0,1,1,0,0,0
올인원 패키지 : 누적 다운로드 120만+ 1인 개발자와 함께하는 앱 개발 입문,0,0,10,5,10,5,7,2,2,1,1,3,3,3,0,0,1,0,0,0,0,2,1,2,1,0,0,0,0,2,1
올인원 패키지 : 15명의 전문 애널리스트에게 배우는 산업&매크로 분석과 투자 전략,0,0,9,7,10,3,5,0,3,1,2,1,3,1,1,1,0,0,0,1,4,1,0,0,0,1,1,0,0,1,2
