,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
3단계로 끝내는 직장인 건물주 프로젝트,0,0,9,1,2,3,7,1,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
올인원 패키지 : 딥러닝을 활용한 추천시스템 구현,0,0,9,5,0,2,6,0,1,0,1,3,0,0,0,2,2,1,0,2,1,0,0,0,1,2,0,5,0,0,0
올인원 패키지 : 김기현의 딥러닝을 활용한 자연어생성,0,0,8,1,0,2,3,0,1,0,0,3,0,0,1,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0
올인원 패키지 : 브랜딩 2020,0,0,7,6,6,2,5,1,2,1,0,2,1,0,0,1,1,1,0,0,2,0,0,0,0,0,1,5,0,1,1
초격차 패키지 : 한 번에 끝내는 데이터 분석 툴,0,0,7,6,4,8,7,1,4,1,1,1,3,2,1,1,2,0,1,2,4,1,0,1,0,1,2,1,0,1,4
올인원 패키지 : 프로젝트와 함께 배우는 R 데이터 분석,0,0,7,1,1,3,4,2,4,0,2,0,2,1,1,2,1,3,0,0,0,0,0,1,0,1,2,0,0,0,1
올인원 패키지 : 컴퓨터비전과 딥러닝,0,0,7,3,10,5,5,2,1,2,1,0,0,0,3,4,1,1,1,0,1,0,0,0,0,1,0,2,1,2,1
코꼬마를 위한 코딩유치원,0,0,7,5,1,4,4,1,2,1,0,2,3,2,1,2,1,0,0,3,1,1,0,0,1,3,0,2,2,0,0
올인원 패키지 : 박은종의 객체지향 설계를 위한 디자인패턴 with 자바,0,0,7,5,1,1,5,1,1,0,0,1,1,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,1,3
올인원 패키지 : 인스타를 성장시킨 50명의 성공방정식,0,0,7,3,2,1,4,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,2,2,1,0,0,1
올인원 패키지 : 시선을 사로잡는 브랜드 디자인,0,0,7,2,4,5,3,2,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
초격차 패키지 : 세상의 모든 연필과 펜 드로잉,0,0,6,5,1,4,7,1,5,1,1,0,0,0,1,5,1,0,0,1,0,1,0,2,0,0,1,2,0,0,1
올인원 패키지 : 누적 조회수 12억! 우감독의 재미있는 영상 편집,0,0,6,1,2,4,2,0,1,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,1,0,1,0,0,0,3
TypeScript를 활용한 함수형 프로그래밍 온보딩,0,0,6,5,6,6,5,1,2,1,0,0,0,1,2,3,2,1,0,2,3,0,0,0,0,0,2,3,0,0,4
올인원 패키지 : 직장인 회계 첫걸음,0,0,6,6,4,3,4,0,5,1,2,0,2,0,0,1,0,1,2,0,0,1,0,0,1,3,1,0,0,2,1
올인원 패키지 : FAST MBA 2020,0,0,6,5,4,0,3,0,0,0,1,0,5,0,0,0,3,0,1,0,0,1,0,1,1,0,0,0,1,0,0
블렌더로 손쉽게 만드는 캐주얼한 3D 캐릭터,0,0,5,6,1,2,2,1,3,4,2,1,1,0,2,2,1,0,0,2,2,0,0,1,1,3,1,1,1,0,3
올인원 패키지 : 박담 작가와 함께 남자 캐릭터 드로잉,0,0,5,1,2,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
올인원 패키지 : 실무 문제 해결을 위한 데이터 사이언스,0,0,5,5,1,2,5,1,3,0,1,0,0,0,1,2,0,0,0,0,1,0,1,0,1,0,0,2,0,1,2
올인원 패키지 : 스프링러너의 스프링 아카데미 : Spring을 활용한 유연한 백엔드 개발 트레이닝,0,0,5,3,0,2,3,0,0,1,1,0,1,0,0,0,0,0,1,2,2,1,0,1,1,0,0,0,0,1,2
올인원 패키지 : 김기현의 딥러닝을 활용한 자연어처리 입문,0,0,5,1,4,1,4,0,2,0,0,2,1,0,1,0,0,0,0,4,1,0,1,0,0,0,1,1,0,1,1
올인원 패키지 : 사진 촬영 및 라이트룸 보정,0,0,5,4,0,1,3,0,0,1,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0
올인원 패키지 : 노잼봇과 함께 배우는 파이썬 유치원,0,0,5,1,4,3,5,1,2,1,0,1,0,0,0,0,2,1,0,1,3,0,1,1,1,2,1,0,1,0,1
올인원 패키지 : 생존을 위한 IT 필수지식,0,0,5,1,2,1,2,0,2,3,0,1,0,0,0,1,1,0,2,0,2,0,0,0,0,0,1,2,0,1,2
초격차 패키지 : 한 번에 끝내는 데이터 사이언스,0,0,4,3,2,0,7,1,6,1,0,1,0,0,0,5,4,3,0,1,3,0,0,0,0,0,2,2,0,0,2
부동산 디벨로퍼 아카데미 : 상업용/숙박용 부동산 개발 The Real,0,0,4,0,0,0,2,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1
Realistic Character 제작으로 배우는 게임 캐릭터 모델링,0,0,4,3,2,5,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0
애프터 이펙트 하나로 디자이너처럼 만드는 모션그래픽,0,0,4,2,7,3,6,1,5,3,0,0,1,0,1,3,1,0,0,2,2,0,0,0,1,1,0,0,0,0,0
올인원 패키지 : 스케치&피그마를 활용한 모바일 UI 디자인,0,0,4,3,4,3,23,0,0,2,4,0,0,2,0,0,0,0,0,2,3,0,0,1,1,1,2,0,1,0,1
올인원 패키지 : 현직 Advisory에게 배우는 M&A 전략 및 PMI 실무,0,0,4,2,3,0,1,0,0,2,0,0,0,1,1,0,1,0,0,1,2,0,1,0,0,0,1,1,0,1,0
The RED : YouTube 프로덕트 매니저 다니엘의 PM 101,0,0,3,3,7,3,7,4,6,5,4,8,7,4,3,8,6,2,0,2,1,2,2,4,2,2,1,2,5,8,15
올인원 패키지 : 세일즈 코치 Cate의 B2B Sales 성공방정식,0,0,3,3,1,1,6,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,7,3,1,6,2,0,1,2
올인원 패키지 : 바다가 알려주는 감성가득 영상 제작,0,0,3,0,1,1,5,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
MSA 환경의 효율적인 DevOps를 위한 Istio,0,0,3,2,4,1,7,0,0,2,3,4,3,1,4,1,1,2,1,1,1,0,0,3,2,0,1,1,0,2,3
매치무브 온보딩 :Maya와 3D Equalizer로 배우는 헐리우드 매치무브,0,0,3,0,2,3,2,2,0,0,0,1,0,3,0,3,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0
The RED : 프론트엔드 개발자 김태곤,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
초격차 패키지 : 한번에 끝내는 VFX,0,0,3,2,5,7,3,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1
올인원 패키지 : 아이패드로 그리는 수채화 소녀 일러스트,0,0,3,3,0,1,4,0,1,1,1,2,0,0,1,0,0,1,0,0,1,1,1,1,3,0,0,0,0,0,0
올인원 패키지 : 통계와 엑셀을 활용한 데이터 분석,0,0,3,3,2,2,7,3,3,4,2,2,2,0,0,0,1,0,2,0,0,0,0,3,1,0,1,4,1,0,0
올인원 패키지 : 13만 구독자 피피티프로젝트의 누구나 쉽게 배우는 시선강탈 피피티 디자인,0,0,3,3,2,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
올인원 패키지 : 성공적인 UX를 위한 유저 리서치 by 카카오페이 리서처,0,0,3,3,2,0,3,1,0,2,1,0,1,2,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
올인원 패키지 : 처음부터 시작하는 딥러닝 유치원,0,0,3,2,2,5,3,0,1,0,1,1,3,1,1,1,1,2,0,1,2,0,0,0,0,2,0,1,1,1,0
The RED : Youtube 알고리즘 개발자 이준석의 추천시스템 마스터 클래스,0,0,3,0,2,0,2,0,0,0,1,0,0,0,1,0,0,3,0,1,0,0,1,2,0,1,3,1,0,0,0
초격차 패키지 : 나만의 애정하는 인물 드로잉,0,0,3,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0
올인원 패키지 : 구글 Material Design 시스템을 활용한 Youtube for Learning 앱 디자인 프로젝트,0,0,2,3,1,0,1,0,2,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,1
올인원 패키지 : 타이포그래피와 편집디자인,0,0,2,5,9,1,1,1,2,0,0,1,0,3,2,4,0,0,1,0,4,0,0,0,1,1,1,0,0,2,4
The RED : 블리자드 라이팅 아티스트 : 이호성의 언리얼 엔진 라이팅,0,0,2,3,2,1,4,1,2,1,1,1,0,0,2,0,1,2,0,1,1,0,0,1,0,0,1,1,0,0,1
The RED : 조은의 프론트엔드 실무 가이드 : 요구사항 분석과 적정 기술,0,0,2,2,6,0,2,1,4,2,3,2,1,1,1,3,2,2,1,3,0,0,1,0,0,0,2,2,2,1,7
초격차 패키지 : 한 번에 끝내는 포토샵 활용,0,0,2,2,3,3,2,1,5,1,2,1,0,1,1,1,1,1,1,1,2,0,2,0,0,0,1,0,1,0,2
부동산 디벨로퍼 아카데미 : 부동산 마케팅,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
The RED : 비즈니스 성공을 위한 Java/Spring 기반 서비스 개발과 MSA 구축 by 이희창,0,0,2,2,4,3,3,1,4,0,1,2,3,1,0,1,0,1,1,3,2,0,2,0,0,1,0,0,0,0,4
올인원 패키지 : 유전 알고리즘을 활용한 머신러닝 입력 최적화 및 대안 제안 메소드,0,0,2,2,0,5,2,1,1,0,0,2,0,0,0,0,0,1,0,2,1,0,0,1,1,1,1,0,0,0,0
The RED : 현실 데이터를 활용한 추천시스템 구현 A to Z by 번개장터 CTO 이동주,0,0,2,0,0,0,2,1,1,0,0,1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,1,1,1,0,2
올인원 패키지 : 소비자 리서치와 보고서 작성,0,0,2,1,1,1,2,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,2,1
올인원 패키지 : 7일만에 끝내는 디지털 마케팅 광고집행 실무,0,0,2,5,2,2,4,2,5,3,1,1,1,3,1,6,2,1,1,3,3,0,1,1,2,2,3,2,0,1,1
탄탄한 Animatics에 기반한 Cinema4D 포트폴리오 퀀텀점프,0,0,2,1,2,1,2,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,2
올인원 패키지 : 파이썬을 활용한 이커머스 데이터 분석,0,0,2,1,2,0,5,0,0,0,0,1,14,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,1,2
The RED : 고객 경험을 개선하는 A/B테스트 기반 모바일 앱 개발 by 이승민,0,0,2,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
REC.ON : Autonomous Vehicle,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
The RED : 백엔드 에센셜 : 대용량 서비스를 위한 아키텍처 with Redis by 강대명,0,0,2,4,0,2,1,1,3,2,0,2,0,3,1,3,1,0,0,2,0,0,0,0,2,2,2,4,0,2,8
올인원 패키지 : 마디아의 UX/UI 포트폴리오,0,0,1,1,5,0,2,1,0,1,2,0,1,0,0,2,1,1,1,0,1,0,0,0,0,2,1,1,0,0,0
글로벌 엑스퍼트 : 바이오 데이터사이언스(Bioinformatics),0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The RED : 데이터 사이언티스트 하용호,0,0,1,1,2,3,0,0,2,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1
올인원 패키지 : 디자인의 차이를 만드는 서체 활용법 by 산돌 서체 디자이너,0,0,1,1,0,0,0,1,2,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,2,0,0,1,0,0,0
올인원 패키지 : Data Driven UX Design,0,0,1,0,2,0,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1
글로벌 엑스퍼트: 캐글 1위와 풀어보는 머신러닝 입문 트레이닝,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0
The RED : 국내 최대 규모의 올인원 프로덕션 : 쟈니브로스에게 배우는 뮤직비디오 제작 바이블,0,0,1,0,0,1,1,1,0,0,1,2,0,0,1,3,0,0,1,2,2,0,3,2,1,2,0,3,2,0,5
The RED : 개발자로 살아남기 : 30년을 주도하는 9가지 필수 기술 by 박종천,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0
초격차 패키지 : 확실하게 끝내는 포토샵&일러스트레이터,0,0,1,3,4,3,1,1,2,3,2,2,2,1,1,5,2,2,5,4,4,0,2,2,1,2,2,1,1,2,2
The RED : 김민태,0,0,1,0,0,2,2,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,2,0,0,2,3,0,0,0
The RED : 검색엔진 구축을 위한 Elasticsearch 마스터 클래스 by 정호욱 ,0,0,1,2,1,1,6,1,1,0,0,0,0,3,1,1,4,1,2,4,1,1,1,1,1,2,2,3,2,1,3
AI/Data Science Conference : AI Explorer 22,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The RED : 25개 백엔드 개발 필수 현업 예제를 통해 마스터하는 JAVA STREAM,0,0,1,2,4,1,2,0,6,0,0,2,2,1,0,0,0,0,2,2,0,0,0,0,1,1,3,2,0,1,4
The RED : 견고한 UI 설계를 위한 마크업 가이드 by 정찬명,0,0,1,0,2,2,1,0,2,0,1,1,0,2,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
올인원 패키지 : 1억 8천만명을 움직이는 실리콘밸리 슈퍼우먼이 알려주는 대체 불가 관리자로 성장하는 법,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Prometheus와 Grafana를 이용한 실시간 모니터링 시각화,0,0,1,0,1,1,0,1,0,2,0,0,0,0,1,0,3,0,0,0,1,0,0,1,0,0,0,0,0,3,0
The RED : UX디자인의 정석 2022,0,0,0,2,2,1,0,2,2,1,0,0,1,1,1,3,3,0,0,0,0,1,0,0,1,1,1,5,1,1,1
The RED : 1조 기업 가치를 만들어 낸 경영 원칙 by 신현성,0,0,0,2,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1
The RED : 최고제품책임자(CPO) 윤희경,0,0,0,1,4,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
The RED : 카카오페이지 기술전략이사 윤진석,0,0,0,1,2,1,0,1,2,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,1,0,1,3
The RED : 픽사 라이팅 아티스트에게 배우는 빛과 색의 비주얼 스토리텔링 by 이민형,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
올인원 패키지 : C#으로 하는 인공지능 게임 제작 : 강화학습 에이전트를 사용한 보드게임 제작 실습,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
THE RED : 광고인 박웅현과 크리에이티브,0,0,0,1,2,0,2,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
올인원 패키지 : 권오상의 금융 아카데미 - 권오상의 재무제표 분석 심화 (수강시간 제한),0,0,0,0,5,0,1,1,2,0,0,0,0,0,1,1,0,1,1,1,0,2,0,0,2,1,0,1,0,0,2
The RED : 지브리 스튜디오 제작국장에게 듣는 스토리텔링 기획법,0,0,0,0,3,1,0,0,1,0,1,0,0,3,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1
((2022 리부트)) 초격차 패키지 : 한 번에 끝내는 Spring 완.전.판,0,0,0,0,0,2,9,2,6,3,5,2,3,3,2,9,3,2,0,0,1,0,0,0,3,5,4,2,1,1,2
REC.ON : AI,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
올인원 패키지 : 연봉도 배우면 바뀐다! 협상왕의 12가지 시스템 불패 전략,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
The RED : 칼만필터를 활용한 자율주행 센서퓨전 기술 구현 by 조형기,0,0,0,0,0,0,1,0,2,1,1,0,0,1,0,1,1,1,1,0,2,0,0,0,0,1,0,0,0,0,2
The RED : FX 슈퍼바이저 김장형의 후디니 디스트럭션 : RBD Simulation ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030을 위한 내 집 마련의 모든 것,0,0,0,0,0,0,0,0,0,5,5,7,3,3,1,10,0,3,3,1,4,0,2,2,1,1,0,2,1,0,3
옥테인으로 만드는 뉴디멘션: Vectron 프랙탈 아트웍,0,0,0,0,0,0,0,0,0,1,3,6,1,1,0,10,3,0,1,0,1,0,1,0,0,0,0,0,0,0,1
올인원 패키지 : 스프링러너의 스프링 아카데미 : 원리를 이해하는 Spring MVC/Spring Boot 실전 활용 가이드,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,4,4,3,0,2,3,0,2,2,2,3,6,8
올인원 패키지 : 블리자드 아티스트의 게임 일러스트 빛과 색,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,3,6,9,5,5,1,5,4,4,3,5,7,11
초격차 패키지 : 직장인이 진짜 필요한 업무자동화 SUPER팩,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,2,11,2,10,0,4,2,6,7,1,2,8
히어로부터 크리쳐까지: 어벤져스 모델러의 Zbrush 모델링,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1,4,2,8,2,3,2,3,0,1,0,3
올인원 패키지 : 7일만에 끝내는 마케팅 데이터 분석과 시각화 실무,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,2,1,1,3,3,0,3,0,3
쟈니브로스의 영상 제작 올인원 마스터 클래스 Kit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,3,4,2,9
"쟈니브로스에게 배우는 영상 완성의 3단계 : 편집, 색보정, CG효과",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,3,2,1,5,6
"The RED : 구글이 선택한 디자이너, 한유진의 디자인 시장 생존전략",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,5,2,4
 UX Explorer : UXUI Design Conference 2022 VOD 판매,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0
sudo : Tech Leader's Talk 2022 VOD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1
