카테고리,비율
프로그래밍,0.30344827586206896
부동산/금융,0.23054187192118228
마케팅,0.1852216748768473
데이터 사이언스,0.15369458128078817
업무 생산성,0.05123152709359606
영상/3D,0.03940886699507389
디자인,0.03645320197044335
