,Unnamed: 0,거래id,유형,고객id,코스ID,사이트,포맷,카테고리,코스(상품) 이름,거래일자,쿠폰이름,판매가격,결제수단,실거래금액,쿠폰할인액,거래금액,환불금액,월,일
52085,57235,2095238,PAYMENT,22719,212434,FASTCAMPUS,RED,프로그래밍,The RED : 현실 세상의 TDD 실전편 : 설계 확장성을 위한 코드 개선 방법 by 이규원,2022-08-29 19:08:59,[20% 할인 쿠폰] The RED : 현실 세상의 TDD 실전편 20% 할인 쿠폰,149000.0,CARD,119200,29800,119200,0,8,29
52093,57243,2095221,PAYMENT,16517,212434,FASTCAMPUS,RED,프로그래밍,The RED : 현실 세상의 TDD 실전편 : 설계 확장성을 위한 코드 개선 방법 by 이규원,2022-08-29 19:08:33,-,149000.0,CARD,149000,0,149000,0,8,29
52099,57249,2095187,PAYMENT,13393,212434,FASTCAMPUS,RED,프로그래밍,The RED : 현실 세상의 TDD 실전편 : 설계 확장성을 위한 코드 개선 방법 by 이규원,2022-08-29 19:08:57,[20% 할인 쿠폰] The RED : 현실 세상의 TDD 실전편 20% 할인 쿠폰,149000.0,CARD,119200,29800,119200,0,8,29
52107,57258,2095158,PAYMENT,74720,212434,FASTCAMPUS,RED,프로그래밍,The RED : 현실 세상의 TDD 실전편 : 설계 확장성을 위한 코드 개선 방법 by 이규원,2022-08-29 18:08:56,[20% 할인 쿠폰] The RED : 현실 세상의 TDD 실전편 20% 할인 쿠폰,149000.0,CARD,119200,29800,119200,0,8,29
52111,57266,2095104,PAYMENT,88793,212037,FASTCAMPUS,RED,데이터 사이언스,THE RED : Area Chair 이광무 교수의 Neural Fields & 3D 컴퓨터 비전,2022-08-29 18:08:02,-,367000.0,CARD,367000,0,367000,0,8,29
52114,57269,2095092,PAYMENT,30060,212434,FASTCAMPUS,RED,프로그래밍,The RED : 현실 세상의 TDD 실전편 : 설계 확장성을 위한 코드 개선 방법 by 이규원,2022-08-29 18:08:49,[20% 할인 쿠폰] The RED : 현실 세상의 TDD 실전편 20% 할인 쿠폰,149000.0,TRANS,119200,29800,119200,0,8,29
52115,57270,2095090,PAYMENT,23072,212434,FASTCAMPUS,RED,프로그래밍,The RED : 현실 세상의 TDD 실전편 : 설계 확장성을 위한 코드 개선 방법 by 이규원,2022-08-29 18:08:33,-,149000.0,CARD,149000,0,149000,0,8,29
52117,57272,2095086,PAYMENT,54322,212434,FASTCAMPUS,RED,프로그래밍,The RED : 현실 세상의 TDD 실전편 : 설계 확장성을 위한 코드 개선 방법 by 이규원,2022-08-29 18:08:29,[20% 할인 쿠폰] The RED : 현실 세상의 TDD 실전편 20% 할인 쿠폰,149000.0,CARD,119200,29800,119200,0,8,29
52118,57274,2095076,PAYMENT,88838,212434,FASTCAMPUS,RED,프로그래밍,The RED : 현실 세상의 TDD 실전편 : 설계 확장성을 위한 코드 개선 방법 by 이규원,2022-08-29 18:08:09,[20% 할인 쿠폰] The RED : 현실 세상의 TDD 실전편 20% 할인 쿠폰,149000.0,POINT,119200,29800,119200,0,8,29
52123,57280,2095062,PAYMENT,31807,212434,FASTCAMPUS,RED,프로그래밍,The RED : 현실 세상의 TDD 실전편 : 설계 확장성을 위한 코드 개선 방법 by 이규원,2022-08-29 18:08:45,[20% 할인 쿠폰] The RED : 현실 세상의 TDD 실전편 20% 할인 쿠폰,149000.0,CARD,119200,29800,119200,0,8,29
52125,57282,2095059,PAYMENT,93684,212434,FASTCAMPUS,RED,프로그래밍,The RED : 현실 세상의 TDD 실전편 : 설계 확장성을 위한 코드 개선 방법 by 이규원,2022-08-29 18:08:14,[20% 할인 쿠폰] The RED : 현실 세상의 TDD 실전편 20% 할인 쿠폰,149000.0,POINT,119200,29800,119200,0,8,29
52134,57293,2095023,PAYMENT,26142,212434,FASTCAMPUS,RED,프로그래밍,The RED : 현실 세상의 TDD 실전편 : 설계 확장성을 위한 코드 개선 방법 by 이규원,2022-08-29 18:08:04,[20% 할인 쿠폰] The RED : 현실 세상의 TDD 실전편 20% 할인 쿠폰,149000.0,CARD,119200,29800,119200,0,8,29
52135,57294,2095022,PAYMENT,27417,203146,FASTCAMPUS,RED,프로그래밍,The RED : 현실 세상의 TDD by 이규원,2022-08-29 18:08:09,[20% 할인 쿠폰] The RED : 현실 세상의 TDD : 안정감을 주는 코드 작성 방법 20% 할인 쿠폰,231000.0,CARD,184800,46200,184800,0,8,29
52136,57295,2095011,PAYMENT,26511,212434,FASTCAMPUS,RED,프로그래밍,The RED : 현실 세상의 TDD 실전편 : 설계 확장성을 위한 코드 개선 방법 by 이규원,2022-08-29 18:08:40,[20% 할인 쿠폰] The RED : 현실 세상의 TDD 실전편 20% 할인 쿠폰,149000.0,TRANS,119200,29800,119200,0,8,29
52138,57297,2095006,PAYMENT,38644,212434,FASTCAMPUS,RED,프로그래밍,The RED : 현실 세상의 TDD 실전편 : 설계 확장성을 위한 코드 개선 방법 by 이규원,2022-08-29 18:08:48,[20% 할인 쿠폰] The RED : 현실 세상의 TDD 실전편 20% 할인 쿠폰,149000.0,CARD,119200,29800,119200,0,8,29
52139,57298,2095003,PAYMENT,91987,212434,FASTCAMPUS,RED,프로그래밍,The RED : 현실 세상의 TDD 실전편 : 설계 확장성을 위한 코드 개선 방법 by 이규원,2022-08-29 18:08:35,[20% 할인 쿠폰] The RED : 현실 세상의 TDD 실전편 20% 할인 쿠폰,149000.0,CARD,119200,29800,119200,0,8,29
52140,57299,2095001,PAYMENT,72795,212434,FASTCAMPUS,RED,프로그래밍,The RED : 현실 세상의 TDD 실전편 : 설계 확장성을 위한 코드 개선 방법 by 이규원,2022-08-29 18:08:01,[20% 할인 쿠폰] The RED : 현실 세상의 TDD 실전편 20% 할인 쿠폰,149000.0,POINT,119200,29800,119200,0,8,29
52144,57303,2094992,PAYMENT,47938,205433,FASTCAMPUS,RED,프로그래밍,The RED : 고객 경험을 개선하는 A/B테스트 기반 모바일 앱 개발 by 이승민,2022-08-29 18:08:39,-,239000.0,CARD,239000,0,239000,0,8,29
52151,57311,2094936,PAYMENT,43238,202878,FASTCAMPUS,RED,업무 생산성,The RED : 최고제품책임자(CPO) 윤희경,2022-08-29 17:08:58,-,234000.0,CARD,234000,0,234000,0,8,29
52153,57313,2094928,PAYMENT,71337,203180,FASTCAMPUS,RED,마케팅,The RED : 지브리 스튜디오 제작국장에게 듣는 스토리텔링 기획법,2022-08-29 17:08:27,[WELCOME] The Red 강의 3만원 할인,187000.0,CARD,157000,30000,157000,0,8,29
52154,57314,2094921,PAYMENT,15602,212512,FASTCAMPUS,RED,마케팅,The Red : 씀으로써 작가가 되는 글쓰기 by. 김영하,2022-08-29 17:08:11,-,330000.0,CARD,330000,0,330000,0,8,29
52156,57317,2094910,PAYMENT,31959,209503,FASTCAMPUS,RED,프로그래밍,The RED : 효과적인 비동기처리를 위한 Kotlin Coroutines & Flow 마스터 by 김용욱,2022-08-29 17:08:05,-,224000.0,CARD,224000,0,224000,0,8,29
52163,57327,2094849,PAYMENT,83081,212037,FASTCAMPUS,RED,데이터 사이언스,THE RED : Area Chair 이광무 교수의 Neural Fields & 3D 컴퓨터 비전,2022-08-29 17:08:02,[WELCOME] The Red 강의 2만원 할인,367000.0,CARD,347000,20000,347000,0,8,29
52172,57336,2094814,PAYMENT,24220,210500,FASTCAMPUS,RED,디자인,The RED : Figma로 끝내는 모바일 UXUI 디자인 프로젝트 Kit,2022-08-29 16:08:25,-,375000.0,TRANS,375000,0,375000,0,8,29
52175,57339,2094803,PAYMENT,61613,210776,FASTCAMPUS,RED,데이터 사이언스,The Red : 딥러닝 뉴럴네트워크 GNN,2022-08-29 16:08:34,-,245000.0,CARD,245000,0,245000,0,8,29
52178,57342,2094787,PAYMENT,19487,210867,FASTCAMPUS,RED,데이터 사이언스,The Red : Facebook Prophet을 활용한 파이썬 시계열 예측 by Juber Rahman 박사,2022-08-29 16:08:08,-,175000.0,CARD,175000,0,175000,0,8,29
52187,57351,2094742,PAYMENT,25922,202917,FASTCAMPUS,RED,프로그래밍,The RED : 카카오페이지 기술전략이사 윤진석,2022-08-29 16:08:33,[WELCOME] The Red 강의 3만원 할인,199000.0,CARD,169000,30000,169000,0,8,29
52190,57354,2094735,PAYMENT,151,208098,FASTCAMPUS,RED,프로그래밍,The RED : 모든 비즈니스를 성공으로 이끄는 Product Management Essential by 김영욱,2022-08-29 16:08:05,[WELCOME] The Red 강의 3만원 할인,251000.0,CARD,221000,30000,221000,0,8,29
52193,57357,2094726,PAYMENT,99705,202878,FASTCAMPUS,RED,업무 생산성,The RED : 최고제품책임자(CPO) 윤희경,2022-08-29 16:08:59,[WELCOME] The Red 강의 3만원 할인,234000.0,CARD,204000,30000,204000,0,8,29
52223,57389,2094555,PAYMENT,90648,211893,FASTCAMPUS,RED,부동산/금융,The RED : 박지웅의 8천억 원 가치의 회사를 만드는 컴퍼니빌딩,2022-08-29 14:08:50,-,196000.0,CARD,196000,0,196000,0,8,29
52231,57398,2094494,PAYMENT,28652,212037,FASTCAMPUS,RED,데이터 사이언스,THE RED : Area Chair 이광무 교수의 Neural Fields & 3D 컴퓨터 비전,2022-08-29 14:08:38,[WELCOME] The Red 강의 2만원 할인,367000.0,CARD,347000,20000,347000,0,8,29
52234,57401,2094486,PAYMENT,68966,204649,FASTCAMPUS,RED,데이터 사이언스,The RED : 칼만필터를 활용한 자율주행 센서퓨전 기술 구현 by 조형기,2022-08-29 14:08:22,[WELCOME] The Red 강의 3만원 할인,293000.0,CARD,263000,30000,263000,0,8,29
52242,57409,2094440,PAYMENT,52979,212512,FASTCAMPUS,RED,마케팅,The Red : 씀으로써 작가가 되는 글쓰기 by. 김영하,2022-08-29 14:08:35,-,330000.0,CARD,330000,0,330000,0,8,29
52246,57414,2094408,PAYMENT,45652,212512,FASTCAMPUS,RED,마케팅,The Red : 씀으로써 작가가 되는 글쓰기 by. 김영하,2022-08-29 14:08:48,-,330000.0,CARD,330000,0,330000,0,8,29
52250,57419,2094367,PAYMENT,75668,212037,FASTCAMPUS,RED,데이터 사이언스,THE RED : Area Chair 이광무 교수의 Neural Fields & 3D 컴퓨터 비전,2022-08-29 13:08:32,[WELCOME] The Red 강의 2만원 할인,367000.0,CARD,347000,20000,347000,0,8,29
52273,57443,2094268,PAYMENT,16747,210867,FASTCAMPUS,RED,데이터 사이언스,The Red : Facebook Prophet을 활용한 파이썬 시계열 예측 by Juber Rahman 박사,2022-08-29 13:08:31,[WELCOME] The Red 강의 3만원 할인,175000.0,CARD,145000,30000,145000,0,8,29
52287,57464,2094192,PAYMENT,61177,212512,FASTCAMPUS,RED,마케팅,The Red : 씀으로써 작가가 되는 글쓰기 by. 김영하,2022-08-29 12:08:07,-,330000.0,CARD,330000,0,330000,0,8,29
