,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
초격차 패키지 : 한 번에 끝내는 데이터 분석,3,1,3,0,0,1,5,1,4,8,8,1,8,2,0,2,1,4,1,0,2,1,0,2,2,2,9,4,8,10,0
네오아카데미 : 설의 매트페인팅으로 만드는 감성적인 캐주얼 일러스트,3,1,2,2,3,2,0,1,0,0,0,3,7,2,1,1,1,0,2,1,1,3,2,4,1,0,13,3,4,5,0
[2022] 올인원 패키지 : 재무/세무 회계 실무 완성,3,0,0,0,0,2,1,1,2,0,1,0,0,1,2,2,1,3,1,2,1,1,3,1,2,1,2,0,2,2,0
초격차 패키지 : 데이터 엔지니어링,3,1,1,0,3,1,2,3,2,1,4,1,5,3,1,2,2,2,0,2,5,2,0,2,3,4,5,9,4,7,0
초격차 패키지 : 한 번에 끝내는 딥러닝/인공지능,2,0,2,1,0,1,5,7,2,3,6,0,7,2,1,4,2,2,0,0,4,3,3,1,0,3,3,0,1,3,0
초격차 패키지 : 한 번에 끝내는 구글 스프레드시트,2,4,4,1,1,1,1,4,1,1,5,2,0,1,1,2,6,1,0,0,0,3,0,2,3,2,2,1,1,2,0
초격차 패키지 : 직장인을 위한 파이썬 데이터 분석,2,2,2,3,0,2,3,1,1,1,2,1,4,6,2,2,1,1,0,1,0,1,5,0,2,0,5,1,0,4,0
올인원 패키지 : 권오상의 금융 아카데미 - 내부회계관리제도 (수강시간 제한),2,1,0,1,0,1,0,0,1,1,1,2,0,1,1,2,0,1,0,0,2,1,1,3,0,0,0,1,0,2,0
초격차 패키지 : 한번에 끝내는 영상 촬영과 편집,2,2,2,2,2,2,1,2,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
올인원 패키지 : 엑셀로 만드는 부동산 Financial Modeling,2,2,0,1,0,1,1,2,0,2,3,3,1,1,2,2,0,2,0,0,0,0,0,0,0,1,1,2,5,4,0
초격차 패키지 : 한번에 끝내는 디자인 툴,2,0,2,1,0,1,2,2,0,1,1,0,3,1,4,1,0,5,1,0,1,0,2,2,1,0,4,2,2,5,0
초격차 패키지 : 한 번에 끝내는 퀀트(금융공학) 실무,2,4,1,1,0,1,2,1,2,3,6,2,9,14,2,1,3,4,1,0,4,2,1,0,4,3,10,3,10,5,0
초격차 패키지 : 한번에 끝내는 모션그래픽,2,1,0,0,0,0,2,2,0,1,0,1,7,6,2,2,1,1,1,0,1,1,3,6,0,0,6,2,3,4,0
올인원 패키지 : 딥러닝/머신러닝을 활용한 시계열 데이터 분석,2,3,2,2,1,0,4,7,5,1,4,2,5,10,2,5,3,3,0,0,3,3,4,4,1,0,8,1,6,7,0
올인원 패키지 : 스타트업 투자유치&벤처 투자,2,0,2,0,0,1,0,1,2,3,0,0,1,1,2,1,2,0,0,0,0,0,0,2,0,1,3,8,0,2,0
코꼬마를 위한 코딩유치원,2,0,0,1,0,0,3,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,3,1,0,0,0,0,0,0
올인원 패키지 : 아이패드로 그리는 수채화 소녀 일러스트,2,0,0,2,1,0,0,0,0,0,0,0,0,1,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
올인원 패키지 : 100억을 움직이는 단 10장의 PPT,2,2,1,1,1,2,0,0,2,1,1,0,5,1,0,0,0,0,2,3,0,2,2,3,3,0,3,1,3,4,0
올인원 패키지 : FX 아티스트 김재민의 리얼리스틱 후디니 입문,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,1,1,2,0,0,0
초격차 패키지: Kubernetes와 Docker로 한 번에 끝내는 컨테이너 기반 MSA,2,1,0,0,0,2,3,1,1,2,5,0,3,7,1,1,1,4,0,0,0,1,1,3,1,0,2,5,3,5,0
"올인원 패키지 : 한 번에 끝내는 HTML, CSS, JavaScript, TypeScript",2,1,3,0,0,0,3,3,1,2,1,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0
초격차 패키지 : 33개 프로젝트로 완성하는 컴퓨터비전 딥러닝 심화 과정,2,1,0,0,1,2,3,2,5,2,4,2,4,5,4,2,3,5,0,2,3,1,2,0,4,2,6,2,3,2,0
올인원 패키지 : 권오상의 금융 아카데미 - 권오상의 재무제표 분석 기초 (수강시간 제한),2,3,4,5,1,2,2,1,0,3,4,0,1,3,3,1,2,2,2,1,1,1,0,3,0,0,3,3,1,6,0
The RED : 현실 세상의 TDD 실전편 : 설계 확장성을 위한 코드 개선 방법 by 이규원,2,0,3,0,0,0,0,0,0,0,0,1,3,2,1,3,2,1,0,2,0,4,2,1,1,1,0,2,5,2,0
올인원 패키지 : star741의 31가지 캐주얼 일러스트 채색&묘사,2,0,0,0,1,0,1,0,0,1,1,1,1,8,2,0,0,3,0,0,1,0,1,1,2,0,2,1,1,0,0
올인원 패키지 : 가장 빨리 도달하는 객체 감지 알고리즘 YOLO!,2,0,0,1,0,0,0,0,1,1,2,1,0,0,0,1,0,0,0,1,0,2,0,2,1,0,1,2,1,5,0
네오아카데미 : 까나의 초보자를 위한 SD 미니 캐릭터 그리기,2,0,2,1,2,1,1,0,3,2,2,2,7,2,5,3,0,0,1,4,3,2,2,1,4,1,1,6,2,0,0
The RED : 박지웅의 8천억 원 가치의 회사를 만드는 컴퍼니빌딩,2,1,2,0,3,2,3,1,5,2,1,0,5,1,3,3,1,3,2,3,2,3,2,0,0,1,2,3,2,0,0
초격차 패키지 : 한번에 끝내는 PPT 제작/디자인,2,6,2,4,4,3,1,0,1,0,4,0,0,3,3,1,0,2,0,1,0,1,3,4,3,1,3,1,1,3,0
올인원 패키지 : 타이포그래피와 편집디자인,2,0,0,1,1,1,1,0,0,2,0,0,1,1,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0
한번에 끝내는 ESG 경영 실무: 이해부터 전략까지,2,0,1,0,0,0,0,0,1,1,2,1,1,0,2,0,0,0,1,0,0,1,0,0,4,2,0,2,1,4,0
올인원 패키지 : 문서의 신이 알려주는 보고서의 법칙 : 비즈니스 글쓰기의 모든 것,2,4,4,2,0,1,1,4,4,2,5,5,2,5,5,2,3,4,2,0,3,5,4,5,2,1,4,4,2,3,0
The RED : 서미애의 미스터리 장르 소설 창작법,2,1,1,2,1,4,0,2,2,2,1,0,2,0,1,0,1,0,2,5,1,0,1,0,0,0,1,0,2,1,0
The RED : 모든 비즈니스를 성공으로 이끄는 Product Management Essential by 김영욱,2,0,0,2,0,1,0,2,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,2,0,2,2,0
초격차 패키지 : 한 번에 끝내는 빅데이터처리 with Spark&Hadoop,2,0,1,0,0,0,3,0,4,1,0,2,1,5,0,1,0,1,0,0,2,0,1,0,0,1,4,1,2,8,0
올인원 패키지 : 스프링의 정석 : 남궁성과 끝까지 간다,2,3,2,3,1,1,6,3,9,7,7,1,14,8,5,1,1,5,1,1,3,4,1,2,3,4,2,4,9,13,0
The RED : 김영하 작가의 내 안의 숨은 이야기를 찾아 쓰는 법,1,0,0,0,1,0,2,0,0,1,3,0,5,0,1,0,2,0,0,1,1,0,2,1,2,1,1,0,2,1,0
Prometheus와 Grafana를 이용한 실시간 모니터링 시각화,1,0,1,1,1,0,0,0,0,0,2,1,3,2,2,1,0,2,0,0,0,0,0,4,1,0,0,1,0,2,0
올인원 패키지 : 리눅스 실전 정복,1,0,0,0,0,0,0,1,1,1,2,0,0,7,1,0,3,1,0,1,0,0,1,1,1,0,0,1,2,3,0
초격차 패키지 : 한 번에 끝내는 프론트엔드 개발,1,0,1,0,1,2,4,4,2,2,5,4,8,7,3,0,1,3,0,0,0,4,3,0,4,1,1,5,4,3,0
애프터이펙트 플러그인을 활용한 모션그래픽 아트워크,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
올인원 패키지 : 클라우드를 활용한 데이터 파이프라인 구축,1,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,1,4,1,0,0,0,0,0,0,0,0,1,0,1,0
올인원 패키지 : 누적 조회수 12억! 우감독의 재미있는 영상 편집,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
사이드 프로젝트 : 10개 기술스택으로 구현하는 풀스택 서버리스 프로젝트 with React,1,0,0,0,0,0,4,0,0,1,1,0,6,8,1,0,0,1,1,1,1,1,0,0,2,1,1,1,1,1,0
스프링러너의 스프링 아카데미: Spring Boot Essential: 스프링 부트로 구현하는 실전 멀티 모듈 프로젝트,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,2,0,2,0,0
The RED : 효과적인 비동기처리를 위한 Kotlin Coroutines & Flow 마스터 by 김용욱,1,1,1,0,1,0,1,1,1,2,2,0,1,1,1,3,4,5,2,0,2,2,0,0,0,1,1,0,0,1,0
"닷밀 미디어아트 그래픽 클래스: 음악, 공간, 감각으로 익히는 미디어아트 심화",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
초격차 패키지 : 한 번에 끝내는 유튜브 크리에이터 되기,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0
애프터 이펙트 하나로 디자이너처럼 만드는 모션그래픽,1,0,0,0,0,0,2,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
The RED : 블리자드 라이팅 아티스트 : 이호성의 언리얼 엔진 라이팅,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
올인원 패키지 : C++ 실력완성,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,2,0,1,0,1,0
초격차 패키지 : 한 번에 끝내는 게임 배경의 모든 것,1,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
올인원 패키지 : 화사한 색감과 빛의 미소년 일러스트,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0
초격차 패키지 : 한 번에 끝내는 부동산 경매/공매 ,1,1,0,0,0,0,1,0,1,1,2,2,2,1,3,0,3,2,0,0,3,1,2,2,1,1,3,1,1,7,0
REC.ON : Autonomous Vehicle,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
초격차 패키지 : 한번에 끝내는 3D 디자인 툴,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,2,1,0,0,0,0,1,2,0,2,0,4,0
초격차 패키지 : 한 번에 끝내는 Financial Modeling 실무,1,1,2,3,4,2,1,3,3,1,7,2,3,0,3,3,0,0,2,3,4,1,2,6,4,4,2,4,5,5,0
용호수의 돈 버는 실전 영상 제작,1,0,4,1,0,0,0,0,3,3,0,0,4,5,1,1,2,2,0,1,2,1,3,1,1,2,3,1,2,7,0
시그니처 패키지 : 실무 활용 극대화를 위한 10가지 디자인 툴 ,1,4,2,5,1,2,6,1,4,1,2,2,5,7,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,3,0
((2022 리부트)) 초격차 패키지 : 한 번에 끝내는 Spring 완.전.판,1,0,1,1,0,0,0,0,1,0,0,1,1,7,5,0,0,0,1,0,1,3,0,1,1,1,3,2,1,7,0
올인원 패키지 : 논문 구현과 실습으로 배우는 NeRF,1,1,0,0,0,1,3,1,6,1,0,0,2,1,4,0,0,2,1,0,0,0,4,0,0,0,0,0,0,1,0
2030을 위한 내 집 마련의 모든 것,1,0,0,0,0,0,0,1,0,0,0,0,3,2,3,1,3,1,0,0,1,1,1,0,1,0,2,0,0,0,0
초격차 패키지 : 한 번에 끝내는 머신러닝과 데이터분석 A-Z,1,2,1,2,0,0,0,6,1,1,1,3,5,6,0,3,1,8,1,2,13,3,6,1,1,1,4,2,4,6,0
초격차 패키지 : 한 번에 끝내는 파이썬 웹 개발,1,0,1,0,1,2,3,1,2,3,1,2,1,2,3,2,0,3,0,1,4,1,4,3,2,0,2,9,2,3,0
올인원 패키지 : 김기현의 딥러닝을 활용한 자연어처리 입문,1,0,0,1,0,0,0,2,1,0,2,0,0,0,2,0,0,2,0,1,1,3,1,0,2,0,1,0,0,1,0
test_qa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
초격차 패키지 : 한 번에 끝내는 AWS 인프라 구축과 DevOps 운영,1,4,2,1,1,0,3,7,0,2,2,0,7,9,2,5,3,3,1,1,6,6,5,3,0,6,2,0,0,0,0
올인원 패키지 : 머신러닝 서비스 구축을 위한 실전 MLOps,1,0,0,5,0,0,0,1,1,1,0,1,2,3,2,0,0,1,0,2,2,2,2,1,1,2,2,4,4,2,0
CLASS : 10년 차 포토그래퍼에게 배우는 사진 : 촬영부터 보정 수익화까지,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,2,0,2,3,0
The RED : Figma로 끝내는 모바일 UXUI 디자인 프로젝트 Kit,1,0,0,0,0,0,0,0,2,3,2,1,1,3,0,0,1,0,0,2,1,0,1,0,0,1,1,2,2,1,0
초격차 패키지 : 세상의 모든 연필과 펜 드로잉,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,3,0
"The RED : 구글이 선택한 디자이너, 한유진의 디자인 시장 생존전략",1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Next.js 완전 정복 : 확장성 높은 커머스 서비스 구축하기,1,5,1,2,0,3,2,3,4,2,0,4,6,5,4,1,3,2,1,2,5,4,2,1,8,3,4,3,3,4,0
올인원 패키지 : 네트워크와 보안 핵심 요약,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,1,0
실무 초밀착 리눅스: 클라우드 환경 운영부터 성능분석까지,1,0,0,0,0,0,0,1,0,1,0,1,1,2,1,0,4,3,0,0,1,4,0,0,0,0,2,1,0,1,0
초격차 패키지 : 한 번에 끝내는 Java/Spring 웹 개발 마스터,1,2,2,1,0,2,3,5,2,5,6,3,12,6,5,1,2,3,0,1,3,4,3,6,1,2,5,2,1,15,0
올인원 패키지 : 성립의 아이패드 오일파스텔 인물화와 감각적인 애니메이션,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
The RED : 백엔드 에센셜 : 대용량 서비스를 위한 아키텍처 with Redis by 강대명,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,2,2,2,1,0,4,2,0,0,1,1,1,0,1,2,0
"CLASS : 건축, 웹툰, 어디든 가장 쉬운 3D 디자인툴 : 스케치업 튜토리얼",1,0,0,1,1,1,0,0,1,0,0,3,0,1,0,1,0,1,0,1,2,5,1,1,0,1,0,1,1,3,0
올인원 패키지 : 김민태의 프론트엔드 아카데미 : 제 1강 JavaScript & TypeScript Essential,1,1,0,0,0,0,0,0,0,0,0,3,4,0,1,0,0,3,0,1,1,2,0,0,3,0,1,1,1,1,0
CLASS : 연필과 지우개로 그리는 나만 알고 싶은 인물화,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3D 캐릭터를 가장 쉽게 만드는 법: 아이패드 모델링,1,1,0,1,1,0,1,0,2,0,1,1,4,1,3,2,1,1,0,1,1,1,1,3,1,0,2,2,2,5,0
초격차 패키지 : 30개 프로젝트로 배우는 iOS 앱 개발 with Swift,1,1,0,0,0,2,2,4,2,1,0,2,1,0,2,0,2,1,0,1,1,0,0,0,1,4,3,2,5,3,0
초격차 패키지 : 딥러닝·인공지능 Signature,1,1,4,4,4,6,8,4,5,7,8,4,17,1,1,4,1,3,0,9,10,8,8,2,5,8,21,8,5,14,0
초격차 패키지 : 30개 프로젝트로 배우는 Android 앱 개발 with Kotlin,1,0,1,1,1,0,2,1,0,0,1,0,4,7,1,0,4,5,0,1,4,1,2,0,1,0,0,1,2,2,0
올인원 패키지 : 바다가 알려주는 감성가득 영상 제작,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
초격차 패키지 : 한 번에 끝내는 node.js 웹 프로그래밍,1,0,0,0,0,0,0,0,0,3,1,2,2,2,4,2,1,3,0,0,0,2,2,3,0,1,1,1,3,0,0
네오아카데미 : 킨티의 58개의 예제를 통해 배우는 캐주얼 캐릭터 완전판,1,6,3,2,1,3,4,3,0,4,8,5,7,2,1,2,3,1,2,4,3,3,4,4,6,6,7,8,5,12,0
초격차 패키지 : 한 번에 끝내는 코딩테스트 369 Java편,1,0,1,1,0,3,2,2,4,1,2,3,1,8,2,2,5,4,0,0,3,2,2,1,2,2,3,5,4,3,0
The RED : 우버처럼 하는 머신러닝 의사결정 by 정종빈,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0
초격차 패키지 : 왕초보를 위한 한 번에 끝내는 iOS 앱 개발 바이블,1,3,1,0,1,0,1,2,6,3,1,2,1,3,0,1,2,1,1,0,0,1,0,0,5,3,3,4,0,3,0
The RED : 픽사 라이팅 아티스트에게 배우는 빛과 색의 비주얼 스토리텔링 by 이민형,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
올인원 패키지 : 세계 3등에게 배우는 실무 밀착 데이터 시각화,1,1,0,1,1,1,5,1,4,3,3,1,4,18,4,3,4,10,3,1,8,0,4,4,2,3,8,4,3,11,0
편집하는여자의 영상편집 마스터클래스 - 제 6강 다양한 효과를 응용하여 애프터이펙트 마스터,1,1,0,1,1,0,6,2,0,1,0,1,1,9,2,3,2,1,1,3,4,0,2,2,2,2,5,4,3,10,0
올인원 패키지 : 7일만에 끝내는 디지털 마케팅 광고집행 실무,1,2,3,0,0,0,1,0,1,2,1,0,0,2,0,4,1,2,0,0,1,0,0,0,2,1,1,3,1,3,0
올인원 패키지 : 김왼손의 파이썬 업무자동화 유치원,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0
올인원 패키지 : 직장인 회계 첫걸음,1,3,0,0,0,0,0,1,1,0,1,0,0,3,1,4,0,2,0,0,0,0,0,0,3,0,1,0,0,1,0
올인원 패키지 : 리마의 로맨스판타지 웹소설 일러스트,1,0,0,0,2,0,0,0,0,2,1,1,1,8,0,1,0,1,0,1,0,1,0,0,1,0,1,2,0,2,0
초격차 패키지: 한 번에 끝내는 동화책 제작,1,1,3,6,2,1,1,2,1,4,0,5,0,1,0,2,0,0,1,2,2,3,2,3,1,2,2,4,3,7,0
올인원 패키지 : 김민태의 프론트엔드 아카데미 : 제 2강 만들어보며 이해하는 React & Redux,1,0,0,0,0,0,0,1,1,3,0,0,1,1,1,0,0,0,0,1,0,0,0,0,3,0,0,0,2,1,0
[2022] 올인원 패키지 : 부동산 디벨로퍼,1,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,1,1,1,2,2,0,1,0,4,3,1,1,0
The RED : YouTube 프로덕트 매니저 다니엘의 PM 101,1,0,0,0,0,0,1,2,1,0,1,1,0,0,2,0,0,0,0,2,2,1,2,0,1,1,1,1,0,3,0
The Red : Facebook Prophet을 활용한 파이썬 시계열 예측 by Juber Rahman 박사,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,1,0,0,1,0,0,0,1,0,0,0
올인원 패키지 : 공여사와 무작정 풀어보는 엑셀 실무,1,0,0,3,0,0,2,3,1,2,4,1,3,5,1,5,2,4,1,2,2,2,3,0,3,0,1,2,4,6,0
Realistic Character 제작으로 배우는 게임 캐릭터 모델링,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0
올인원 패키지 : 스케치&피그마를 활용한 모바일 UI 디자인,1,2,0,0,1,0,1,0,0,0,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0
올인원 패키지 : 디자이너 몰래 듣는 압축 포토샵,1,0,1,0,0,0,0,2,0,1,0,0,2,1,0,1,1,1,1,0,1,2,0,1,2,0,3,1,1,2,0
올인원 패키지 : star741의 캐주얼 일러스트 드로잉,1,0,0,0,0,0,0,0,2,0,0,0,0,5,1,1,1,1,1,1,2,1,0,2,2,1,1,1,2,2,0
초격차 패키지 : 한 번에 끝내는 React의 모든 것,1,1,0,6,0,2,5,2,4,1,1,3,7,6,6,1,0,1,0,0,3,2,2,0,1,0,1,3,7,4,0
올인원 패키지 : 30개 사례로 배우는 Anomaly Detection 알고리즘 구현과 실전 프로젝트,1,1,2,1,0,0,1,5,3,3,2,0,2,5,4,6,2,2,1,0,1,1,2,0,3,1,1,1,0,4,0
초격차 패키지: 15개의 프로젝트 사례로 완성하는 브랜딩,0,13,6,10,0,2,6,5,5,3,5,1,3,12,3,4,6,3,0,2,4,5,3,2,2,4,1,4,4,3,0
THE RED : Area Chair 이광무 교수의 Neural Fields & 3D 컴퓨터 비전,0,3,1,1,0,0,0,0,2,2,0,0,2,1,0,2,1,3,1,6,1,1,4,3,1,1,0,1,2,3,0
올인원 패키지 : 딥러닝을 활용한 추천시스템 구현,0,2,0,0,0,0,2,0,0,1,2,0,0,5,0,0,0,1,1,0,0,1,1,1,0,0,0,0,2,0,0
[Kit] 닷밀의 미디어아트 그래픽 클래스 : 모션그래픽 뉴패러다임 Creative Kit,0,2,1,1,0,2,0,3,1,0,1,0,3,0,0,0,1,0,0,0,0,4,0,0,1,0,2,1,0,1,0
