,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
The RED : 검색엔진 구축을 위한 Elasticsearch 마스터 클래스 by 정호욱 ,0,4,0,1,0,0,1,0,0,1,0,1,0,0,1,2,0,0,1,0,0,1,1,0,1,2,0,1,1,0,1
올인원 패키지 : 실무 프로젝트와 모델구현으로 배우는 자연어처리 심화 ,0,4,0,0,3,8,3,7,8,1,1,1,4,5,1,0,0,0,0,1,3,1,2,0,4,2,2,1,1,1,0
네오아카데미: 프로피의 얼굴부터 시작하는 미소녀 캐릭터 스킬,0,3,1,2,4,1,1,1,2,0,2,1,3,3,0,3,0,5,3,2,2,2,1,0,3,2,1,1,34,6,0
편집하는여자의 영상편집 마스터클래스 - 제 3강 디테일한 이펙트로 완성하는 프리미어,0,3,0,0,2,1,2,1,3,2,3,2,2,0,0,1,1,2,0,2,6,1,1,0,1,2,1,0,2,1,2
올인원 패키지 : 권오상의 금융 아카데미 - 권오상의 재무제표 분석 심화 (수강시간 제한),0,2,0,1,0,2,2,0,1,0,1,1,2,3,3,2,0,1,1,8,8,3,3,0,4,7,7,1,5,5,11
Live2D로 만드는 버츄얼 캐릭터 : 일러스트부터 리깅까지,0,2,5,1,9,6,9,4,10,3,10,6,6,3,5,1,4,4,4,4,2,2,2,3,6,5,2,1,10,5,5
올인원 패키지 : 김왼손의 파이썬 업무자동화 유치원,0,2,0,0,2,0,0,2,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,2
초격차 패키지: 한 번에 끝내는 비즈니스 영어,0,2,0,1,6,4,2,6,8,0,2,4,6,2,2,1,0,2,1,1,2,2,0,0,0,1,1,0,1,1,7
초격차 패키지 : 한 번에 끝내는 node.js 웹 프로그래밍,0,2,0,0,5,6,3,1,5,3,7,2,2,0,1,1,0,0,0,1,3,1,1,0,2,3,1,1,3,0,1
초격차 패키지 : 한 번에 끝내는 엑셀 실무,0,2,1,2,13,3,8,5,9,2,5,2,2,2,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0
네오아카데미 : 설의 매트페인팅으로 만드는 감성적인 캐주얼 일러스트,0,2,3,2,4,1,1,1,3,4,3,4,2,1,1,0,0,3,2,1,3,1,0,1,4,0,3,0,41,3,3
초격차 패키지 : M&A 실무 완전 정복,0,2,1,0,3,1,1,1,2,1,1,2,3,0,1,1,1,1,0,0,2,1,0,1,1,0,0,0,2,0,0
초격차 패키지 : 한 번에 끝내는 반복 업무 자동화,0,2,1,0,1,1,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MSA 환경의 효율적인 DevOps를 위한 Istio,0,2,0,1,0,0,2,0,0,2,0,3,0,2,0,1,0,0,1,1,0,1,2,0,1,0,0,0,0,0,2
초격차 패키지 : 모델 구현으로 끝내는 GAN 완전정복,0,2,1,2,7,1,1,2,3,3,2,0,2,3,2,3,0,3,0,1,6,2,3,0,2,3,1,0,1,1,1
초격차 패키지 : 한번에 끝내는 모션그래픽,0,1,0,0,9,7,3,2,5,3,7,1,4,2,0,2,0,1,5,2,5,2,3,0,4,2,1,3,5,2,5
The red : 나만의 세계가 담긴 동화 쓰기 BY. 황선미,0,1,0,0,0,0,1,0,0,0,1,0,1,0,2,0,1,1,0,0,0,1,0,2,1,0,1,0,0,0,3
초격차 패키지 : 한 번에 끝내는 머신러닝과 데이터분석 A-Z,0,1,0,0,9,7,5,2,8,2,3,3,3,2,4,2,0,3,3,2,6,6,0,2,3,2,3,3,3,4,10
올인원 패키지 : 실시간 빅데이터 처리를 위한 Spark & Flink,0,1,2,0,1,1,1,0,4,0,4,1,1,0,1,2,1,0,1,2,2,0,0,1,0,0,1,0,1,0,0
올인원 패키지 : 30개 사례로 배우는 Anomaly Detection 알고리즘 구현과 실전 프로젝트,0,1,0,2,7,4,5,8,6,2,8,2,5,3,5,2,0,1,1,2,4,3,2,0,0,1,3,4,1,3,1
The RED : 블리자드 라이팅 아티스트 : 이호성의 언리얼 엔진 라이팅,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,3,0,1,0,1,1,1,2,0,0,0,2,0
올인원 패키지 : 리더를 위한 HR/인재경영,0,1,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,1,0,1,0,0,2
올인원 패키지 : 처음부터 시작하는 딥러닝 유치원,0,1,0,0,0,0,1,2,0,0,0,1,2,1,0,2,0,0,2,0,0,0,3,0,1,0,1,0,0,0,0
올인원 패키지 : 완전정복 시각디자인 기초,0,1,0,0,6,7,1,1,4,1,2,3,3,1,2,0,1,1,1,0,0,0,2,1,0,1,1,0,2,1,0
올인원 패키지 : 스타트업 투자유치&벤처 투자,0,1,0,1,1,3,3,1,0,0,4,0,1,2,1,0,0,0,0,1,1,1,0,1,2,0,1,0,1,0,1
올인원 패키지 : M&A 기업가치평가 및 기술가치평가 실무,0,1,0,0,2,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0
올인원 패키지 : 김기현의 딥러닝을 활용한 자연어처리 입문,0,1,0,1,0,1,0,2,0,0,1,4,0,4,2,0,0,1,4,3,1,1,1,0,1,4,1,0,1,0,2
올인원 패키지 : 딥러닝을 활용한 추천시스템 구현,0,1,1,0,1,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2,0,2,1,0,0,0,0,1,0,0
CLASS: 포토샵으로 시작하는 내가 꿈꾸는 판타지 아트,0,1,1,1,0,0,0,0,0,1,0,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
쟈니브로스의 영상 제작 올인원 마스터 클래스 Kit,0,1,0,0,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
초격차 패키지 : 한 번에 끝내는 부동산 금융(PF) 실무,0,1,1,1,0,0,1,2,3,3,0,4,3,3,0,1,2,2,3,6,2,0,4,4,1,3,2,0,1,3,2
The RED: ILM 리드 모델러와 만드는 판타지 캐릭터: Dragon and Nun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
The RED : 현실 세상의 TDD by 이규원,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
올인원 패키지 : 아카데미 : 편집하는여자의 영상편집 마스터클래스 - 제 1강 프리미어프로 베이직,0,1,0,1,3,0,3,1,4,0,3,3,2,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,2,1
시그니처 패키지 : 실무 활용 극대화를 위한 10가지 디자인 툴 ,0,1,0,0,2,1,5,1,1,1,1,0,3,1,1,0,1,1,1,0,0,0,2,2,1,0,1,1,0,0,0
The RED : 우버처럼 하는 머신러닝 의사결정 by 정종빈,0,1,0,0,1,1,0,2,0,0,2,1,0,1,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0
3D 캐릭터를 가장 쉽게 만드는 법: 아이패드 모델링,0,1,0,0,4,1,0,0,1,3,2,1,1,0,1,0,0,1,1,1,4,2,1,0,0,1,0,0,3,4,3
올인원 패키지 : 공여사와 무작정 풀어보는 엑셀 실무,0,1,1,2,3,5,1,1,2,2,6,5,5,1,2,2,2,3,5,1,9,6,2,2,9,6,4,2,1,5,8
올인원 패키지 : 7일만에 끝내는 디지털 마케팅 광고집행 실무,0,1,0,0,2,2,1,1,1,2,1,3,2,2,1,4,0,1,2,0,1,0,1,0,0,1,0,0,1,1,2
초격차 패키지 : 무조건 팔리는 SNS콘텐츠 끝장내기,0,1,0,0,3,2,0,5,4,1,1,1,4,0,2,0,4,4,3,1,2,2,2,1,3,4,3,2,5,2,1
연습문제 패키지 : 퀴즈처럼 풀면서 배우는 파이썬 딥러닝 300제+,0,1,0,0,5,1,0,4,2,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0
TypeScript를 활용한 함수형 프로그래밍 온보딩,0,1,0,0,0,0,1,5,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
올인원 패키지 : 논문 구현과 실습으로 배우는 NeRF,0,1,0,0,1,0,2,0,2,2,0,3,3,1,5,3,0,1,2,0,2,2,0,0,0,0,1,1,1,1,1
올인원 패키지 : 누적 다운로드 120만+ 1인 개발자와 함께하는 앱 개발 입문,0,1,1,0,0,0,2,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
초격차 패키지 : 한 번에 끝내는 코딩테스트 369 Java편,0,1,0,0,7,3,6,3,4,1,6,1,1,2,5,3,1,1,3,2,4,2,0,1,1,2,5,3,1,1,6
올인원 패키지 : 김민태의 프론트엔드 아카데미 : 제 3강 시나리오로 배우는 프론트엔드 실무,0,1,0,0,5,2,2,1,1,0,3,1,4,1,1,0,0,0,0,0,5,2,0,0,2,4,1,1,1,0,1
올인원 패키지 : 영상 제작/편집(2022),0,1,1,1,0,0,2,0,3,2,3,1,5,1,0,2,0,1,0,0,1,3,0,1,0,1,1,2,2,2,3
초격차 패키지 : 100개의 클론디자인으로 배우는 UX/UI,0,0,2,0,2,2,2,1,4,2,3,2,4,1,1,3,0,1,1,0,1,2,5,0,2,1,0,1,3,1,2
초격차 패키지 : 세상의 모든 연필과 펜 드로잉,0,0,2,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,2,1,0,0,0,1,0,0,0,0,3
올인원 패키지 : 배곡파 작가의 웹소설 남자 캐릭터 일러스트,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0
The RED : Snowflake를 활용한 클라우드 데이터 엔지니어링,0,0,1,0,1,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,1
[2022] 올인원 패키지 : 재무/세무 회계 실무 완성,0,0,1,2,2,2,2,1,1,0,3,3,6,1,0,1,0,2,1,1,2,1,1,2,2,1,2,0,2,3,1
스프링러너의 스프링 아카데미: Spring Boot Essential: 스프링 부트로 구현하는 실전 멀티 모듈 프로젝트,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2
The RED : 강사룡의 앱 안정성 및 확장성 강화를 위한 Android 아키텍처,0,0,1,0,2,5,3,1,3,0,1,2,0,1,1,0,1,1,0,4,0,3,1,0,0,9,0,1,4,4,0
초격차 패키지: Kubernetes와 Docker로 한 번에 끝내는 컨테이너 기반 MSA,0,0,1,2,11,4,6,1,7,1,12,1,7,1,0,3,1,1,5,4,5,8,4,1,5,0,0,1,8,2,3
초격차 패키지 : 한번에 끝내는 금융ㆍ투자(IB) 실무,0,0,1,0,8,1,3,2,3,3,6,3,2,0,3,3,1,1,1,1,4,1,0,1,2,2,2,1,2,1,5
The RED : 지브리 스튜디오 제작국장에게 듣는 스토리텔링 기획법,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2,1,1,0,1,0,0,0,1,1,2
패캠 Univ. 디자인과 : 시각디자인 기초와 타이포그래피 Kit,0,0,1,3,5,1,2,0,3,0,0,1,2,0,0,0,0,2,0,3,1,0,0,3,0,2,1,0,0,1,3
올인원 패키지 : star741의 31가지 캐주얼 일러스트 채색&묘사,0,0,1,0,11,4,1,3,6,5,1,1,2,0,0,1,0,0,0,0,2,0,0,3,2,0,0,0,0,0,0
The RED : 현실 데이터를 활용한 추천시스템 구현 A to Z by 번개장터 CTO 이동주,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
올인원 패키지 : 블리자드 아티스트의 게임 일러스트 빛과 색,0,0,1,0,4,2,0,1,1,1,3,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
The RED : YouTube 프로덕트 매니저 다니엘의 PM 101,0,0,1,0,4,2,0,0,0,1,0,3,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,5
올인원 패키지 : 스프링러너의 스프링 아카데미 : 원리를 이해하는 Spring MVC/Spring Boot 실전 활용 가이드,0,0,1,0,0,2,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
((2022 리부트)) 초격차 패키지 : 한 번에 끝내는 Spring 완.전.판,0,0,1,0,9,5,7,4,1,1,6,5,3,3,1,1,2,0,2,2,3,1,0,0,1,1,0,0,0,1,1
올인원 패키지 : 다빈치리졸브로 배우는 영상 색 보정 A to Z,0,0,1,0,1,0,0,2,3,1,0,0,3,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,2,0,1
초격차 패키지 : 한 번에 끝내는 파이썬 웹 개발,0,0,0,2,4,2,5,3,4,0,8,1,4,4,0,2,0,3,2,3,8,3,2,0,3,1,1,1,0,5,5
부동산 디벨로퍼 아카데미 : 인허가,0,0,0,2,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
The RED : 박지웅의 8천억 원 가치의 회사를 만드는 컴퍼니빌딩,0,0,0,1,2,1,1,0,3,2,1,1,1,2,1,0,0,1,2,4,3,1,3,1,4,1,1,2,1,1,4
올인원 패키지 : 타이포그래피와 편집디자인,0,0,0,1,1,2,2,1,4,1,3,0,2,1,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1
초격차 패키지 : 한번에 끝내는 재무세무회계 ,0,0,0,1,5,1,2,1,4,0,0,2,5,1,0,0,0,0,3,3,3,4,0,0,2,0,0,2,1,0,0
한번에 끝내는 ESG 경영 실무: 이해부터 전략까지,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,5,1,0,3,0,0,0,0,2,2,0,1,0,1
올인원 패키지 : 입문자를 위한 딥러닝 정주행 Kit,0,0,0,1,1,1,0,0,2,0,1,1,1,0,1,0,0,0,2,0,1,0,0,1,0,0,0,1,0,1,1
초격차 패키지 : 한 번에 끝내는 일러스트레이터 활용,0,0,0,1,4,2,0,1,3,1,2,1,3,0,0,1,1,0,1,0,2,1,0,2,2,0,0,0,1,2,2
올인원 패키지 : 세일즈 코치 Cate의 B2B Sales 성공방정식,0,0,0,1,1,0,3,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0
올인원 패키지 : 7일만에 끝내는 마케팅 데이터 분석과 시각화 실무,0,0,0,1,5,0,1,1,1,1,0,1,2,0,0,1,0,0,4,1,0,1,1,1,0,0,1,1,1,0,0
편집하는여자의 영상편집 마스터클래스 - 제 2강 10가지 편집기법으로 프리미어 레벨업하기!,0,0,0,1,3,1,1,1,4,0,1,4,2,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1
초격차 패키지 : 세상의 모든 감성 아이패드 드로잉,0,0,0,1,1,1,3,1,1,3,4,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,2,1,1
올인원 패키지 : 스타트업 마케터로 살아남기 퍼포먼스 마케팅 Kit,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,2,1,0,0,1
REC.ON : VC,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
2030을 위한 내 집 마련의 모든 것,0,0,0,1,1,1,0,1,2,1,3,2,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
3단계로 끝내는 직장인 건물주 프로젝트,0,0,0,1,3,1,2,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
초격차 패키지 : 35개 프로젝트로 배우는 Android 앱 개발 feat. Jetpack Compose,0,0,0,0,30,38,15,10,26,9,40,13,10,8,8,7,10,17,6,10,17,10,2,5,9,4,11,9,8,9,15
올인원 패키지 : star741의 캐주얼 일러스트 드로잉,0,0,0,0,14,1,7,1,6,3,6,2,3,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,3
올인원 패키지 : IREN의 배경과 소품을 활용한 캐주얼 일러스트,0,0,0,0,11,3,0,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AWS/GCP/Azure 데이터 파이프라인 구축과 하이브리드&멀티 클라우드 활용,0,0,0,0,7,6,9,1,6,0,6,1,2,1,1,2,1,2,1,2,1,1,2,1,2,1,0,0,0,0,0
올인원 패키지 : 김민태의 프론트엔드 아카데미 : 제 2강 만들어보며 이해하는 React & Redux,0,0,0,0,7,1,0,1,2,2,2,0,3,0,1,0,1,1,0,0,2,0,1,1,0,2,1,0,0,0,1
글로벌 DeFi 팀과 DeFi Deep Dive,0,0,0,0,7,2,4,3,3,3,9,1,1,0,1,1,0,5,1,2,4,1,0,0,1,1,0,0,2,0,2
올인원 패키지 : 설레는 색감과 빛의  로맨스판타지 일러스트,0,0,0,0,6,1,0,2,2,0,3,3,1,0,0,0,1,1,0,0,1,0,0,0,2,0,0,1,0,1,0
올인원 패키지 : 컴퓨터 비전 정주행 Kit,0,0,0,0,6,1,0,0,1,0,0,0,2,0,0,1,0,3,0,2,1,1,1,0,1,1,2,1,2,1,2
모두를 위한 앱 개발 : Android 앱 개발의 정석 with Kotlin,0,0,0,0,5,0,2,2,3,0,0,3,3,0,1,1,1,2,3,1,0,0,0,0,2,0,2,1,2,0,1
[Kit]집에 있는 카메라로 시작하는 Photography : 감성사진부터 상업사진까지 Creative Kit,0,0,0,0,4,2,4,3,6,0,5,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,4
올인원 패키지 : 유니티 포트폴리오 완성,0,0,0,0,4,1,2,0,1,1,2,0,2,0,1,1,0,1,0,1,2,0,0,0,2,0,0,0,0,2,0
올인원 패키지 : 김민태의 프론트엔드 아카데미 : 제 1강 JavaScript & TypeScript Essential,0,0,0,0,4,1,3,1,2,1,4,0,3,0,1,0,0,0,0,1,2,0,1,0,1,2,0,0,0,0,0
초격차 패키지 : 한 번에 끝내는 게임 배경의 모든 것,0,0,0,0,4,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,2
히어로부터 크리쳐까지: 어벤져스 모델러의 Zbrush 모델링,0,0,0,0,4,0,0,1,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
매력적인 모델링과 감각적인 렌더링으로 배우는 캐릭터 TD의 블렌더 테크닉,0,0,0,0,3,1,1,1,2,3,10,0,3,0,0,0,0,2,1,2,1,1,2,0,2,0,0,0,1,2,1
초격차 패키지 : 한 번에 끝내는 유튜브 크리에이터 되기,0,0,0,0,3,1,2,1,3,1,2,1,3,0,2,0,0,0,0,1,2,2,0,0,1,1,0,0,0,0,0
올인원 패키지 : 애프터이펙트를 활용한 2D 모션그래픽 (2021),0,0,0,0,3,0,0,0,3,0,1,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,1,1
올인원 패키지 : 머신러닝 최적화를 위한 Genetic Algorithm,0,0,0,0,3,1,2,3,2,0,0,1,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
블렌더로 손쉽게 만드는 캐주얼한 3D 캐릭터,0,0,0,0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0
올인원 패키지 : C#과 유니티로 배우는 게임개발,0,0,0,0,3,2,0,0,4,1,3,1,6,0,1,2,3,2,2,1,3,0,1,0,2,3,2,0,1,3,1
올인원 패키지 : FX 아티스트 김재민의 리얼리스틱 후디니 입문,0,0,0,0,3,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2
올인원 패키지 : C++ 실력완성,0,0,0,0,3,0,0,1,1,0,2,2,3,0,1,0,1,2,1,2,1,2,1,0,3,1,0,0,1,2,2
업계 TOP 세무사와 부동산 세금 고민 끝장내기,0,0,0,0,3,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,2,0,0,0,1,0,0,0,0,0
올인원 패키지 : 인스타를 성장시킨 50명의 성공방정식,0,0,0,0,3,2,2,1,4,2,2,1,4,0,1,0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0
코딩 왕초보를 위한 앱 만들기 풀 패키지,0,0,0,0,3,3,2,5,2,0,0,0,1,1,1,0,0,1,2,2,2,0,1,2,0,0,1,1,2,2,2
올인원 패키지 : 소금툰과 함께 캐릭터 드로잉/굿즈/임티/컷툰,0,0,0,0,2,1,0,3,2,1,3,2,2,0,0,0,1,1,0,0,0,0,0,1,2,0,0,2,0,0,1
전환율을 높이는 그로스마케팅 by.이하석,0,0,0,0,2,1,1,0,4,1,2,1,1,2,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0
초격차 패키지 : 왕초보를 위한 한 번에 끝내는 iOS 앱 개발 바이블,0,0,0,0,2,3,0,0,2,1,4,6,3,1,0,2,1,0,0,1,0,0,0,0,4,1,1,3,1,0,0
지금 우리 일상을 공포로 물들이는 웹툰 스토리텔링 by. 주동근,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
올인원 패키지 : 30개 글감으로 에세이 작가되기 BY.정영욱,0,0,0,0,2,1,1,2,1,3,4,3,4,0,0,0,2,0,0,2,0,1,1,1,1,0,0,0,0,0,0
올인원 패키지 : 사진 촬영 및 라이트룸 보정,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,1,2,0,0,0,1
올인원 패키지 : 엑셀로 만드는 부동산 Financial Modeling,0,0,0,0,2,3,2,3,0,1,1,1,2,0,0,0,2,4,1,1,1,0,0,0,2,0,2,0,2,0,1
올인원 패키지 : 자유자재로 쓰는 태블로 대시보드 마스터,0,0,0,0,2,0,2,1,1,0,1,1,0,0,0,2,1,0,0,1,5,0,0,0,1,1,0,1,0,0,1
올인원 패키지 : 네트워크와 보안 핵심 요약,0,0,0,0,2,1,1,3,2,1,1,2,4,2,1,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,2
초격차 패키지 : 게임 개발자 취업의 모든 것,0,0,0,0,2,2,1,0,3,1,4,0,1,0,1,0,0,2,0,0,3,0,2,0,0,0,0,0,0,0,0
The RED : 김영하 작가의 내 안의 숨은 이야기를 찾아 쓰는 법,0,0,0,0,2,0,0,0,8,1,1,1,1,1,0,0,1,2,0,0,1,0,2,1,0,0,2,0,0,0,4
초격차 패키지 : 한 번에 끝내는 데이터 사이언스,0,0,0,0,2,2,1,2,2,1,2,0,1,3,0,2,0,0,1,1,2,1,0,0,0,0,2,0,2,1,1
올인원 패키지 : 15명의 전문 애널리스트에게 배우는 산업&매크로 분석과 투자 전략,0,0,0,0,2,0,0,0,1,1,0,0,1,1,0,1,0,4,3,0,1,0,0,0,0,0,0,1,0,0,0
The RED : 효과적인 비동기처리를 위한 Kotlin Coroutines & Flow 마스터 by 김용욱,0,0,0,0,2,1,3,1,1,0,0,1,0,0,0,0,1,0,0,7,3,3,0,0,3,3,0,2,0,0,1
"브랜딩을 담은 리빙&푸드 스토어, 집에서 시작하기 BY. 전선생",0,0,0,0,2,0,1,1,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
애프터 이펙트 하나로 디자이너처럼 만드는 모션그래픽,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
올인원 패키지 : 시선을 사로잡는 브랜드 디자인,0,0,0,0,1,0,0,3,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0
올인원 패키지 : 혁펜하임의 AI DEEP DIVE (Online.),0,0,0,0,1,1,1,2,4,3,4,6,7,2,2,5,2,3,12,7,9,5,8,6,6,2,1,3,7,7,10
The RED : 비즈니스 성공을 위한 Java/Spring 기반 서비스 개발과 MSA 구축 by 이희창,0,0,0,0,1,0,1,0,1,2,0,1,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,2
연습문제 패키지 : 퀴즈처럼 풀면서 배우는 파이썬 머신러닝 300제+,0,0,0,0,1,0,1,2,3,0,0,1,2,0,0,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,1
150만 원으로 월 천만 원 도전하는 액세서리 스마트스토어 부업,0,0,0,0,1,0,1,1,2,0,2,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
초격차 패키지 : 한 번에 끝내는 AWS 인프라 구축과 DevOps 운영,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"올인원 패키지 : 디자인 기초 체력 다지기, 시각디자인 요소 활용",0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
올인원 패키지 : 논문 구현과 실험으로 배우는 딥러닝 모델 성능 최적화 with SSL & XAI,0,0,0,0,1,0,2,2,1,0,0,1,0,0,2,3,0,2,1,0,0,0,0,0,0,0,2,2,0,0,3
Realistic Character 제작으로 배우는 게임 캐릭터 모델링,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
탄탄한 Animatics에 기반한 Cinema4D 포트폴리오 퀀텀점프,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
"닷밀 미디어아트 그래픽 클래스: 홀로그램, 파사드, 아나몰픽으로 배우는 미디어아트 기본",0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,2,0,2,1,0,0,1,0,2,0,0,0,0,1
CLASS : 10년 차 포토그래퍼에게 배우는 사진 : 촬영부터 보정 수익화까지,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,1,0,0,0,1,1,0,2
상가 대통령 김인만의 상가 투자 풀코스 패키지,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
초격차 패키지 : 한번에 끝내는 VFX,0,0,0,0,1,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1
올인원 패키지 : 박은종의 객체지향 설계를 위한 디자인패턴 with 자바,0,0,0,0,1,3,0,1,0,0,0,3,3,0,0,0,0,0,3,1,0,0,0,0,1,1,0,1,0,0,0
The RED : 카카오페이지 기술전략이사 윤진석,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
The RED : 최고제품책임자(CPO) 윤희경,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,1,1,1,2
올인원 패키지 : 나의 커리어 치트키 데이터 분석 유치원,0,0,0,0,1,0,1,2,1,1,1,0,2,1,0,2,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0
글로벌 탑티어 헤지펀드의 미국 기업 분석 및 투자 전략 with Stephen Clapham,0,0,0,0,1,1,0,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
올인원 패키지 : 강필성의 머신러닝 아카데미,0,0,0,0,1,2,0,0,2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,4,0,0,0,1,0
올인원 패키지 : 파이썬을 활용한 이커머스 데이터 분석,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
