카테고리,비율
프로그래밍,0.40090497737556563
마케팅,0.25520361990950224
데이터 사이언스,0.167420814479638
부동산/금융,0.08687782805429864
디자인,0.0334841628959276
영상/3D,0.03076923076923077
업무 생산성,0.025339366515837104
