카테고리,비율
프로그래밍,0.30218068535825543
데이터 사이언스,0.29387331256490135
마케팅,0.25752855659397716
업무 생산성,0.0695742471443406
영상/3D,0.04672897196261682
디자인,0.030114226375908618
