,Unnamed: 0,거래id,유형,고객id,코스ID,사이트,포맷,카테고리,코스(상품) 이름,거래일자,쿠폰이름,판매가격,결제수단,실거래금액,쿠폰할인액,거래금액,환불금액,월,일
46283,46283,2153553,PAYMENT,50106,208316,FASTCAMPUS,RED,프로그래밍,The RED : 25개 백엔드 개발 필수 현업 예제를 통해 마스터하는 JAVA STREAM,2022-09-20 03:09:26,[무료수강권] 프로그래밍 카테고리 (2),277000,PROMOTION,0,277000,0,-,9,20
46284,46284,2153544,PAYMENT,27383,212434,FASTCAMPUS,RED,프로그래밍,The RED : 현실 세상의 TDD 실전편 : 설계 확장성을 위한 코드 개선 방법 by 이규원,2022-09-20 02:09:58,-,162000,CARD,162000,-,162000,-,9,20
46302,46302,2153410,PAYMENT,81810,211893,FASTCAMPUS,RED,부동산/금융,The RED : 박지웅의 8천억 원 가치의 회사를 만드는 컴퍼니빌딩,2022-09-20 00:09:07,-,197000,CARD,197000,-,197000,-,9,20
46348,46348,2152947,PAYMENT,2222,207890,FASTCAMPUS,RED,영상/3D,The RED : 국내 최대 규모의 올인원 프로덕션 : 쟈니브로스에게 배우는 뮤직비디오 제작 바이블,2022-09-19 19:09:35,-,271000,CARD,271000,-,271000,-,9,19
46352,46352,2152936,PAYMENT,72293,213179,FASTCAMPUS,RED,데이터 사이언스,The Red : GPT3 거대모델과 블록체인의 결합: AINFT & Web 3.0의 미래,2022-09-19 19:09:13,-,189000,TRANS,189000,-,189000,-,9,19
46378,46378,2152842,PAYMENT,32613,209673,FASTCAMPUS,RED,프로그래밍,The RED : 강사룡의 앱 안정성 및 확장성 강화를 위한 Android 아키텍처,2022-09-19 18:09:55,-,171000,CARD,171000,-,171000,-,9,19
46379,46379,2152840,PAYMENT,98794,203657,FASTCAMPUS,RED,프로그래밍,The RED : 개발자로 살아남기 : 30년을 주도하는 9가지 필수 기술 by 박종천,2022-09-19 18:09:38,[WELCOME] The Red 강의 3만원 할인,220000,POINT,190000,30000,190000,-,9,19
46392,46392,2152775,PAYMENT,68488,204325,FASTCAMPUS,RED,마케팅,THE RED : 광고인 박웅현과 크리에이티브,2022-09-19 17:09:03,-,172000,CARD,172000,-,172000,-,9,19
46394,46394,2152766,PAYMENT,8302,204824,FASTCAMPUS,RED,데이터 사이언스,The RED : 검색엔진 구축을 위한 Elasticsearch 마스터 클래스 by 정호욱 ,2022-09-19 17:09:32,-,477000,CARD,477000,-,477000,-,9,19
46398,46398,2152740,PAYMENT,67199,204325,FASTCAMPUS,RED,마케팅,THE RED : 광고인 박웅현과 크리에이티브,2022-09-19 17:09:16,-,172000,CARD,172000,-,172000,-,9,19
46400,46400,2152720,PAYMENT,17240,213179,FASTCAMPUS,RED,데이터 사이언스,The Red : GPT3 거대모델과 블록체인의 결합: AINFT & Web 3.0의 미래,2022-09-19 17:09:40,-,189000,POINT,189000,-,189000,-,9,19
46404,46404,2152714,PAYMENT,38162,202917,FASTCAMPUS,RED,프로그래밍,The RED : 카카오페이지 기술전략이사 윤진석,2022-09-19 16:09:03,-,200000,CARD,200000,-,200000,-,9,19
46406,46406,2152712,PAYMENT,51423,212086,FASTCAMPUS,RED,데이터 사이언스,The RED : SOCAR 김상우 HEAD의 비즈니스의 운명을 바꾸는 Dynamic Pricing,2022-09-19 16:09:02,-,253000,CARD,253000,-,253000,-,9,19
46409,46409,2152698,PAYMENT,55152,213179,FASTCAMPUS,RED,데이터 사이언스,The Red : GPT3 거대모델과 블록체인의 결합: AINFT & Web 3.0의 미래,2022-09-19 16:09:48,-,189000,CARD,189000,-,189000,-,9,19
46417,46417,2152670,PAYMENT,4339,211893,FASTCAMPUS,RED,부동산/금융,The RED : 박지웅의 8천억 원 가치의 회사를 만드는 컴퍼니빌딩,2022-09-19 16:09:35,-,197000,CARD,197000,-,197000,-,9,19
46418,46418,2152669,PAYMENT,66730,212086,FASTCAMPUS,RED,데이터 사이언스,The RED : SOCAR 김상우 HEAD의 비즈니스의 운명을 바꾸는 Dynamic Pricing,2022-09-19 16:09:59,[WELCOME] The Red 강의 3만원 할인,253000,CARD,223000,30000,223000,-,9,19
46421,46421,2152664,PAYMENT,92510,213179,FASTCAMPUS,RED,데이터 사이언스,The Red : GPT3 거대모델과 블록체인의 결합: AINFT & Web 3.0의 미래,2022-09-19 16:09:17,-,189000,POINT,189000,-,189000,-,9,19
46457,46457,2152447,PAYMENT,81707,213179,FASTCAMPUS,RED,데이터 사이언스,The Red : GPT3 거대모델과 블록체인의 결합: AINFT & Web 3.0의 미래,2022-09-19 14:09:35,패캐머_온라인 쿠폰 !,189000,PROMOTION,0,189000,0,-,9,19
46465,46465,2152408,PAYMENT,98099,211893,FASTCAMPUS,RED,부동산/금융,The RED : 박지웅의 8천억 원 가치의 회사를 만드는 컴퍼니빌딩,2022-09-19 14:09:48,[WELCOME] The Red 강의 3만원 할인,197000,CARD,167000,30000,167000,-,9,19
46470,46470,2152376,PAYMENT,83299,210776,FASTCAMPUS,RED,데이터 사이언스,The Red : 딥러닝 뉴럴네트워크 GNN,2022-09-19 14:09:10,-,250000,CARD,250000,-,250000,-,9,19
46471,46471,2152371,PAYMENT,46143,212434,FASTCAMPUS,RED,프로그래밍,The RED : 현실 세상의 TDD 실전편 : 설계 확장성을 위한 코드 개선 방법 by 이규원,2022-09-19 14:09:09,-,162000,CARD,162000,-,162000,-,9,19
46499,46499,2152210,PAYMENT,11211,212434,FASTCAMPUS,RED,프로그래밍,The RED : 현실 세상의 TDD 실전편 : 설계 확장성을 위한 코드 개선 방법 by 이규원,2022-09-19 13:09:13,-,162000,CARD,162000,-,162000,-,9,19
46506,46506,2152183,PAYMENT,45606,204670,FASTCAMPUS,RED,마케팅,The RED : 김영하 작가의 내 안의 숨은 이야기를 찾아 쓰는 법,2022-09-19 12:09:48,-,196000,POINT,196000,-,196000,-,9,19
46507,46507,2152169,PAYMENT,78727,212512,FASTCAMPUS,RED,마케팅,The Red : 씀으로써 작가가 되는 글쓰기 by. 김영하,2022-09-19 12:09:20,-,146000,POINT,146000,-,146000,-,9,19
46533,46533,2152080,PAYMENT,21138,211893,FASTCAMPUS,RED,부동산/금융,The RED : 박지웅의 8천억 원 가치의 회사를 만드는 컴퍼니빌딩,2022-09-19 11:09:46,-,197000,CARD,197000,-,197000,-,9,19
46534,46534,2152079,PAYMENT,89512,204824,FASTCAMPUS,RED,데이터 사이언스,The RED : 검색엔진 구축을 위한 Elasticsearch 마스터 클래스 by 정호욱 ,2022-09-19 11:09:53,-,477000,CARD,477000,-,477000,-,9,19
46595,46595,2151882,PAYMENT,90957,211893,FASTCAMPUS,RED,부동산/금융,The RED : 박지웅의 8천억 원 가치의 회사를 만드는 컴퍼니빌딩,2022-09-19 09:09:07,-,197000,POINT,197000,-,197000,-,9,19
46605,46605,2151831,PAYMENT,96320,212434,FASTCAMPUS,RED,프로그래밍,The RED : 현실 세상의 TDD 실전편 : 설계 확장성을 위한 코드 개선 방법 by 이규원,2022-09-19 08:09:14,-,162000,CARD,162000,-,162000,-,9,19
46616,46616,2151693,PAYMENT,56792,211893,FASTCAMPUS,RED,부동산/금융,The RED : 박지웅의 8천억 원 가치의 회사를 만드는 컴퍼니빌딩,2022-09-19 02:09:49,-,197000,CARD,197000,-,197000,-,9,19
46635,46635,2151479,PAYMENT,67608,203657,FASTCAMPUS,RED,프로그래밍,The RED : 개발자로 살아남기 : 30년을 주도하는 9가지 필수 기술 by 박종천,2022-09-19 00:09:39,[WELCOME] The Red 강의 3만원 할인,220000,POINT,190000,30000,190000,-,9,19
46723,46723,2151208,PAYMENT,94789,212434,FASTCAMPUS,RED,프로그래밍,The RED : 현실 세상의 TDD 실전편 : 설계 확장성을 위한 코드 개선 방법 by 이규원,2022-09-18 23:09:03,[20% 할인 쿠폰] The RED : 현실 세상의 TDD 실전편 20% 할인 쿠폰,161000,CARD,128800,32200,128800,-,9,18
46732,46732,2151190,PAYMENT,94725,212434,FASTCAMPUS,RED,프로그래밍,The RED : 현실 세상의 TDD 실전편 : 설계 확장성을 위한 코드 개선 방법 by 이규원,2022-09-18 23:09:43,-,161000,CARD,161000,-,161000,-,9,18
46746,46746,2151155,PAYMENT,70747,210776,FASTCAMPUS,RED,데이터 사이언스,The Red : 딥러닝 뉴럴네트워크 GNN,2022-09-18 23:09:47,-,250000,CARD,250000,-,250000,-,9,18
46747,46747,2151154,PAYMENT,66829,203180,FASTCAMPUS,RED,마케팅,The RED : 지브리 스튜디오 제작국장에게 듣는 스토리텔링 기획법,2022-09-18 23:09:05,[WELCOME] The Red 강의 3만원 할인,192000,TRANS,162000,30000,162000,-,9,18
46749,46749,2151150,PAYMENT,58962,212434,FASTCAMPUS,RED,프로그래밍,The RED : 현실 세상의 TDD 실전편 : 설계 확장성을 위한 코드 개선 방법 by 이규원,2022-09-18 23:09:21,-,161000,POINT,161000,-,161000,-,9,18
46767,46767,2151096,PAYMENT,68975,212434,FASTCAMPUS,RED,프로그래밍,The RED : 현실 세상의 TDD 실전편 : 설계 확장성을 위한 코드 개선 방법 by 이규원,2022-09-18 22:09:41,[20% 할인 쿠폰] The RED : 현실 세상의 TDD 실전편 20% 할인 쿠폰,161000,CARD,128800,32200,128800,-,9,18
46770,46770,2151080,PAYMENT,19573,210500,FASTCAMPUS,RED,디자인,The RED : Figma로 끝내는 모바일 UXUI 디자인 프로젝트 Kit,2022-09-18 22:09:49,[WELCOME] The Red 강의 3만원 할인,380000,VBANK,350000,30000,350000,-,9,18
46774,46774,2151073,PAYMENT,43030,210405,FASTCAMPUS,RED,마케팅,The red : 나만의 세계가 담긴 동화 쓰기 BY. 황선미,2022-09-18 22:09:29,-,168000,CARD,168000,-,168000,-,9,18
46820,46820,2150889,PAYMENT,71943,211893,FASTCAMPUS,RED,부동산/금융,The RED : 박지웅의 8천억 원 가치의 회사를 만드는 컴퍼니빌딩,2022-09-18 22:09:46,-,197000,CARD,197000,-,197000,-,9,18
46832,46832,2150845,PAYMENT,18671,209503,FASTCAMPUS,RED,프로그래밍,The RED : 효과적인 비동기처리를 위한 Kotlin Coroutines & Flow 마스터 by 김용욱,2022-09-18 22:09:12,-,225000,CARD,225000,-,225000,-,9,18
46835,46835,2150841,PAYMENT,53870,211893,FASTCAMPUS,RED,부동산/금융,The RED : 박지웅의 8천억 원 가치의 회사를 만드는 컴퍼니빌딩,2022-09-18 22:09:53,-,197000,CARD,197000,-,197000,-,9,18
46892,46892,2150592,PAYMENT,43489,212434,FASTCAMPUS,RED,프로그래밍,The RED : 현실 세상의 TDD 실전편 : 설계 확장성을 위한 코드 개선 방법 by 이규원,2022-09-18 20:09:40,-,161000,POINT,161000,-,161000,-,9,18
46913,46913,2150523,PAYMENT,85299,203180,FASTCAMPUS,RED,마케팅,The RED : 지브리 스튜디오 제작국장에게 듣는 스토리텔링 기획법,2022-09-18 20:09:31,[WELCOME] The Red 강의 3만원 할인,192000,CARD,162000,30000,162000,-,9,18
46921,46921,2150499,PAYMENT,97479,203146,FASTCAMPUS,RED,프로그래밍,The RED : 현실 세상의 TDD by 이규원,2022-09-18 20:09:32,[20% 할인 쿠폰] The RED : 현실 세상의 TDD : 안정감을 주는 코드 작성 방법 20% 할인 쿠폰,233000,CARD,186400,46600,186400,-,9,18
46926,46926,2150476,PAYMENT,79444,212512,FASTCAMPUS,RED,마케팅,The Red : 씀으로써 작가가 되는 글쓰기 by. 김영하,2022-09-18 20:09:35,[WELCOME] The Red 강의 2만원 할인,146000,CARD,126000,20000,126000,-,9,18
46928,46928,2150470,PAYMENT,1175,210867,FASTCAMPUS,RED,데이터 사이언스,The Red : Facebook Prophet을 활용한 파이썬 시계열 예측 by Juber Rahman 박사,2022-09-18 20:09:39,-,180000,CARD,180000,-,180000,-,9,18
46940,46940,2150420,PAYMENT,98641,212512,FASTCAMPUS,RED,마케팅,The Red : 씀으로써 작가가 되는 글쓰기 by. 김영하,2022-09-18 19:09:27,-,339000,CARD,339000,-,339000,-,9,18
46941,46941,2150419,PAYMENT,67294,210405,FASTCAMPUS,RED,마케팅,The red : 나만의 세계가 담긴 동화 쓰기 BY. 황선미,2022-09-18 19:09:58,[WELCOME] The Red 강의 3만원 할인,168000,CARD,138000,30000,138000,-,9,18
46944,46944,2150410,PAYMENT,59313,208345,FASTCAMPUS,RED,데이터 사이언스,The Red : Google 출신 엔지니어와 고성능 검색엔진 만들기 with Elasticsearch,2022-09-18 19:09:27,-,389000,CARD,389000,-,389000,-,9,18
46945,46945,2150407,PAYMENT,26959,209673,FASTCAMPUS,RED,프로그래밍,The RED : 강사룡의 앱 안정성 및 확장성 강화를 위한 Android 아키텍처,2022-09-18 19:09:51,-,171000,CARD,171000,-,171000,-,9,18
46946,46946,2150404,PAYMENT,69359,211893,FASTCAMPUS,RED,부동산/금융,The RED : 박지웅의 8천억 원 가치의 회사를 만드는 컴퍼니빌딩,2022-09-18 19:09:32,-,197000,CARD,197000,-,197000,-,9,18
46973,46973,2150317,PAYMENT,19886,211893,FASTCAMPUS,RED,부동산/금융,The RED : 박지웅의 8천억 원 가치의 회사를 만드는 컴퍼니빌딩,2022-09-18 19:09:52,-,197000,POINT,197000,-,197000,-,9,18
47007,47007,2150198,PAYMENT,42983,211893,FASTCAMPUS,RED,부동산/금융,The RED : 박지웅의 8천억 원 가치의 회사를 만드는 컴퍼니빌딩,2022-09-18 18:09:50,-,197000,TRANS,197000,-,197000,-,9,18
47009,47009,2150195,PAYMENT,5688,204670,FASTCAMPUS,RED,마케팅,The RED : 김영하 작가의 내 안의 숨은 이야기를 찾아 쓰는 법,2022-09-18 18:09:15,[WELCOME] The Red 강의 3만원 할인,196000,POINT,166000,30000,166000,-,9,18
47010,47010,2150192,PAYMENT,54460,211893,FASTCAMPUS,RED,부동산/금융,The RED : 박지웅의 8천억 원 가치의 회사를 만드는 컴퍼니빌딩,2022-09-18 18:09:50,-,197000,TRANS,197000,-,197000,-,9,18
47014,47014,2150178,PAYMENT,74040,212434,FASTCAMPUS,RED,프로그래밍,The RED : 현실 세상의 TDD 실전편 : 설계 확장성을 위한 코드 개선 방법 by 이규원,2022-09-18 18:09:28,[WELCOME] The Red 강의 3만원 할인,161000,TRANS,131000,30000,131000,-,9,18
47017,47017,2150165,PAYMENT,3370,212512,FASTCAMPUS,RED,마케팅,The Red : 씀으로써 작가가 되는 글쓰기 by. 김영하,2022-09-18 18:09:20,-,146000,POINT,146000,-,146000,-,9,18
47019,47019,2150155,PAYMENT,88880,212512,FASTCAMPUS,RED,마케팅,The Red : 씀으로써 작가가 되는 글쓰기 by. 김영하,2022-09-18 18:09:17,-,146000,CARD,146000,-,146000,-,9,18
47024,47024,2150143,PAYMENT,25494,212512,FASTCAMPUS,RED,마케팅,The Red : 씀으로써 작가가 되는 글쓰기 by. 김영하,2022-09-18 18:09:51,-,339000,POINT,339000,-,339000,-,9,18
47042,47042,2150103,PAYMENT,1937,210405,FASTCAMPUS,RED,마케팅,The red : 나만의 세계가 담긴 동화 쓰기 BY. 황선미,2022-09-18 18:09:09,[WELCOME] The Red 강의 3만원 할인,168000,CARD,138000,30000,138000,-,9,18
47045,47045,2150098,PAYMENT,69498,212512,FASTCAMPUS,RED,마케팅,The Red : 씀으로써 작가가 되는 글쓰기 by. 김영하,2022-09-18 18:09:50,-,146000,CARD,146000,-,146000,-,9,18
47046,47046,2150091,PAYMENT,98603,208854,FASTCAMPUS,RED,업무 생산성,The RED : YouTube 프로덕트 매니저 다니엘의 PM 101,2022-09-18 18:09:51,-,239000,CARD,239000,-,239000,-,9,18
47061,47061,2150025,PAYMENT,23609,211893,FASTCAMPUS,RED,부동산/금융,The RED : 박지웅의 8천억 원 가치의 회사를 만드는 컴퍼니빌딩,2022-09-18 17:09:28,[WELCOME] The Red 강의 3만원 할인,197000,VBANK,167000,30000,167000,-,9,18
47062,47062,2150016,PAYMENT,40116,212512,FASTCAMPUS,RED,마케팅,The Red : 씀으로써 작가가 되는 글쓰기 by. 김영하,2022-09-18 17:09:33,[WELCOME] The Red 강의 2만원 할인,146000,TRANS,126000,20000,126000,-,9,18
47065,47065,2150005,PAYMENT,44169,203146,FASTCAMPUS,RED,프로그래밍,The RED : 현실 세상의 TDD by 이규원,2022-09-18 17:09:56,[20% 할인 쿠폰] The RED : 현실 세상의 TDD : 안정감을 주는 코드 작성 방법 20% 할인 쿠폰,233000,CARD,186400,46600,186400,-,9,18
47110,47110,2149784,PAYMENT,94930,210500,FASTCAMPUS,RED,디자인,The RED : Figma로 끝내는 모바일 UXUI 디자인 프로젝트 Kit,2022-09-18 15:09:44,[WELCOME] The Red 강의 3만원 할인,380000,CARD,350000,30000,350000,-,9,18
47139,47139,2149639,PAYMENT,88822,212512,FASTCAMPUS,RED,마케팅,The Red : 씀으로써 작가가 되는 글쓰기 by. 김영하,2022-09-18 14:09:27,[WELCOME] The Red 강의 2만원 할인,146000,VBANK,126000,20000,126000,-,9,18
47141,47141,2149635,PAYMENT,49854,207890,FASTCAMPUS,RED,영상/3D,The RED : 국내 최대 규모의 올인원 프로덕션 : 쟈니브로스에게 배우는 뮤직비디오 제작 바이블,2022-09-18 14:09:41,[WELCOME] The Red 강의 3만원 할인,271000,CARD,241000,30000,241000,-,9,18
47152,47152,2149568,PAYMENT,86543,212434,FASTCAMPUS,RED,프로그래밍,The RED : 현실 세상의 TDD 실전편 : 설계 확장성을 위한 코드 개선 방법 by 이규원,2022-09-18 13:09:37,-,161000,CARD,161000,-,161000,-,9,18
47156,47156,2149556,PAYMENT,54028,205535,FASTCAMPUS,RED,데이터 사이언스,The RED : 현실 데이터를 활용한 추천시스템 구현 A to Z by 번개장터 CTO 이동주,2022-09-18 13:09:17,-,482000,VBANK,482000,-,482000,-,9,18
47168,47168,2149494,PAYMENT,31476,212434,FASTCAMPUS,RED,프로그래밍,The RED : 현실 세상의 TDD 실전편 : 설계 확장성을 위한 코드 개선 방법 by 이규원,2022-09-18 12:09:05,[20% 할인 쿠폰] The RED : 현실 세상의 TDD 실전편 20% 할인 쿠폰,161000,CARD,128800,32200,128800,-,9,18
47182,47182,2149455,PAYMENT,47007,212512,FASTCAMPUS,RED,마케팅,The Red : 씀으로써 작가가 되는 글쓰기 by. 김영하,2022-09-18 12:09:37,[WELCOME] The Red 강의 2만원 할인,146000,TRANS,126000,20000,126000,-,9,18
47184,47184,2149450,PAYMENT,15797,204670,FASTCAMPUS,RED,마케팅,The RED : 김영하 작가의 내 안의 숨은 이야기를 찾아 쓰는 법,2022-09-18 12:09:20,[WELCOME] The Red 강의 3만원 할인,196000,TRANS,166000,30000,166000,-,9,18
47185,47185,2149446,PAYMENT,35561,212434,FASTCAMPUS,RED,프로그래밍,The RED : 현실 세상의 TDD 실전편 : 설계 확장성을 위한 코드 개선 방법 by 이규원,2022-09-18 11:09:58,-,161000,CARD,161000,-,161000,-,9,18
47194,47194,2149410,PAYMENT,62522,208098,FASTCAMPUS,RED,프로그래밍,The RED : 모든 비즈니스를 성공으로 이끄는 Product Management Essential by 김영욱,2022-09-18 11:09:56,[WELCOME] The Red 강의 3만원 할인,252000,CARD,222000,30000,222000,-,9,18
47205,47205,2149370,PAYMENT,79622,210405,FASTCAMPUS,RED,마케팅,The red : 나만의 세계가 담긴 동화 쓰기 BY. 황선미,2022-09-18 10:09:54,[WELCOME] The Red 강의 3만원 할인,168000,CARD,138000,30000,138000,-,9,18
47218,47218,2149301,PAYMENT,77820,208258,FASTCAMPUS,RED,데이터 사이언스,The RED : Meta 연구원 문경식의 단일 이미지 인식을 통한 Human Pose Estimation,2022-09-18 09:09:59,-,384000,CARD,384000,-,384000,-,9,18
47238,47238,2149199,PAYMENT,62901,205143,FASTCAMPUS,RED,프로그래밍,The RED : 백엔드 에센셜 : 대용량 서비스를 위한 아키텍처 with Redis by 강대명,2022-09-18 06:09:32,-,282000,CARD,282000,-,282000,-,9,18
47247,47247,2149118,PAYMENT,64458,212512,FASTCAMPUS,RED,마케팅,The Red : 씀으로써 작가가 되는 글쓰기 by. 김영하,2022-09-18 03:09:07,-,339000,CARD,339000,-,339000,-,9,18
47249,47249,2149116,PAYMENT,31416,209503,FASTCAMPUS,RED,프로그래밍,The RED : 효과적인 비동기처리를 위한 Kotlin Coroutines & Flow 마스터 by 김용욱,2022-09-18 03:09:05,-,225000,CARD,225000,-,225000,-,9,18
47264,47264,2149009,PAYMENT,49692,210405,FASTCAMPUS,RED,마케팅,The red : 나만의 세계가 담긴 동화 쓰기 BY. 황선미,2022-09-18 01:09:26,[WELCOME] The Red 강의 3만원 할인,168000,POINT,138000,30000,138000,-,9,18
47314,47314,2148712,PAYMENT,62102,211114,FASTCAMPUS,RED,데이터 사이언스,The RED : Snowflake를 활용한 클라우드 데이터 엔지니어링,2022-09-17 21:09:02,-,183000,CARD,183000,-,183000,-,9,17
47338,47338,2148587,PAYMENT,23583,211893,FASTCAMPUS,RED,부동산/금융,The RED : 박지웅의 8천억 원 가치의 회사를 만드는 컴퍼니빌딩,2022-09-17 20:09:39,-,197000,CARD,197000,-,197000,-,9,17
47342,47342,2148580,PAYMENT,39862,211893,FASTCAMPUS,RED,부동산/금융,The RED : 박지웅의 8천억 원 가치의 회사를 만드는 컴퍼니빌딩,2022-09-17 20:09:06,[WELCOME] The Red 강의 3만원 할인,197000,CARD,167000,30000,167000,-,9,17
47354,47354,2148537,PAYMENT,5923,210405,FASTCAMPUS,RED,마케팅,The red : 나만의 세계가 담긴 동화 쓰기 BY. 황선미,2022-09-17 19:09:32,-,168000,CARD,168000,-,168000,-,9,17
47364,47364,2148484,PAYMENT,94257,205535,FASTCAMPUS,RED,데이터 사이언스,The RED : 현실 데이터를 활용한 추천시스템 구현 A to Z by 번개장터 CTO 이동주,2022-09-17 18:09:29,-,482000,CARD,482000,-,482000,-,9,17
47394,47394,2148366,PAYMENT,28390,209503,FASTCAMPUS,RED,프로그래밍,The RED : 효과적인 비동기처리를 위한 Kotlin Coroutines & Flow 마스터 by 김용욱,2022-09-17 16:09:59,-,225000,TRANS,225000,-,225000,-,9,17
47411,47411,2148310,PAYMENT,85264,204670,FASTCAMPUS,RED,마케팅,The RED : 김영하 작가의 내 안의 숨은 이야기를 찾아 쓰는 법,2022-09-17 16:09:59,[WELCOME] The Red 강의 3만원 할인,196000,CARD,166000,30000,166000,-,9,17
47419,47419,2148274,PAYMENT,40993,211893,FASTCAMPUS,RED,부동산/금융,The RED : 박지웅의 8천억 원 가치의 회사를 만드는 컴퍼니빌딩,2022-09-17 15:09:35,-,197000,CARD,197000,-,197000,-,9,17
47424,47424,2148237,PAYMENT,42305,207060,FASTCAMPUS,RED,영상/3D,The RED : FX 슈퍼바이저 김장형의 후디니 디스트럭션 : RBD Simulation ,2022-09-17 15:09:29,[WELCOME] The Red 강의 3만원 할인,404000,POINT,374000,30000,374000,-,9,17
47447,47447,2148122,PAYMENT,20862,209673,FASTCAMPUS,RED,프로그래밍,The RED : 강사룡의 앱 안정성 및 확장성 강화를 위한 Android 아키텍처,2022-09-17 13:09:34,[WELCOME] The Red 강의 2만원 할인,171000,CARD,151000,20000,151000,-,9,17
47490,47490,2147802,PAYMENT,63341,202917,FASTCAMPUS,RED,프로그래밍,The RED : 카카오페이지 기술전략이사 윤진석,2022-09-17 10:09:11,[WELCOME] The Red 강의 2만원 할인,200000,CARD,180000,20000,180000,-,9,17
47492,47492,2147798,PAYMENT,11797,205143,FASTCAMPUS,RED,프로그래밍,The RED : 백엔드 에센셜 : 대용량 서비스를 위한 아키텍처 with Redis by 강대명,2022-09-17 10:09:11,[WELCOME] The Red 강의 3만원 할인,282000,CARD,252000,30000,252000,-,9,17
47517,47517,2147680,PAYMENT,3526,212434,FASTCAMPUS,RED,프로그래밍,The RED : 현실 세상의 TDD 실전편 : 설계 확장성을 위한 코드 개선 방법 by 이규원,2022-09-17 07:09:08,-,161000,CARD,161000,-,161000,-,9,17
47521,47521,2147634,PAYMENT,79496,211893,FASTCAMPUS,RED,부동산/금융,The RED : 박지웅의 8천억 원 가치의 회사를 만드는 컴퍼니빌딩,2022-09-17 05:09:03,-,197000,TRANS,197000,-,197000,-,9,17
47534,47534,2147526,PAYMENT,33096,212512,FASTCAMPUS,RED,마케팅,The Red : 씀으로써 작가가 되는 글쓰기 by. 김영하,2022-09-17 02:09:12,-,339000,CARD,339000,-,339000,-,9,17
47537,47537,2147496,PAYMENT,50380,204670,FASTCAMPUS,RED,마케팅,The RED : 김영하 작가의 내 안의 숨은 이야기를 찾아 쓰는 법,2022-09-17 02:09:28,[WELCOME] The Red 강의 3만원 할인,196000,POINT,166000,30000,166000,-,9,17
47554,47554,2147393,PAYMENT,61352,212434,FASTCAMPUS,RED,프로그래밍,The RED : 현실 세상의 TDD 실전편 : 설계 확장성을 위한 코드 개선 방법 by 이규원,2022-09-17 00:09:38,-,161000,CARD,161000,-,161000,-,9,17
47559,47559,2147360,PAYMENT,44860,204670,FASTCAMPUS,RED,마케팅,The RED : 김영하 작가의 내 안의 숨은 이야기를 찾아 쓰는 법,2022-09-16 23:09:28,[WELCOME] The Red 강의 3만원 할인,196000,CARD,166000,30000,166000,-,9,16
47560,47560,2147357,PAYMENT,52175,212512,FASTCAMPUS,RED,마케팅,The Red : 씀으로써 작가가 되는 글쓰기 by. 김영하,2022-09-16 23:09:06,[WELCOME] The Red 강의 2만원 할인,146000,CARD,126000,20000,126000,-,9,16
47569,47569,2147314,PAYMENT,63255,212512,FASTCAMPUS,RED,마케팅,The Red : 씀으로써 작가가 되는 글쓰기 by. 김영하,2022-09-16 23:09:55,-,146000,POINT,146000,-,146000,-,9,16
47571,47571,2147292,PAYMENT,22945,212512,FASTCAMPUS,RED,마케팅,The Red : 씀으로써 작가가 되는 글쓰기 by. 김영하,2022-09-16 23:09:55,-,339000,CARD,339000,-,339000,-,9,16
47577,47577,2147256,PAYMENT,36797,209673,FASTCAMPUS,RED,프로그래밍,The RED : 강사룡의 앱 안정성 및 확장성 강화를 위한 Android 아키텍처,2022-09-16 22:09:43,-,171000,CARD,171000,-,171000,-,9,16
47578,47578,2147250,PAYMENT,44859,212434,FASTCAMPUS,RED,프로그래밍,The RED : 현실 세상의 TDD 실전편 : 설계 확장성을 위한 코드 개선 방법 by 이규원,2022-09-16 22:09:29,-,161000,CARD,161000,-,161000,-,9,16
47580,47580,2147245,PAYMENT,1417,203146,FASTCAMPUS,RED,프로그래밍,The RED : 현실 세상의 TDD by 이규원,2022-09-16 22:09:21,[20% 할인 쿠폰] The RED : 현실 세상의 TDD : 안정감을 주는 코드 작성 방법 20% 할인 쿠폰,233000,CARD,186400,46600,186400,-,9,16
47581,47581,2147241,PAYMENT,7004,204652,FASTCAMPUS,RED,프로그래밍,The RED : 비즈니스 성공을 위한 Java/Spring 기반 서비스 개발과 MSA 구축 by 이희창,2022-09-16 22:09:33,-,260000,CARD,260000,-,260000,-,9,16
47596,47596,2147133,PAYMENT,64730,204670,FASTCAMPUS,RED,마케팅,The RED : 김영하 작가의 내 안의 숨은 이야기를 찾아 쓰는 법,2022-09-16 22:09:55,-,196000,CARD,196000,-,196000,-,9,16
47608,47608,2147101,PAYMENT,17831,204670,FASTCAMPUS,RED,마케팅,The RED : 김영하 작가의 내 안의 숨은 이야기를 찾아 쓰는 법,2022-09-16 21:09:00,-,196000,CARD,196000,-,196000,-,9,16
47616,47616,2147076,PAYMENT,49343,211893,FASTCAMPUS,RED,부동산/금융,The RED : 박지웅의 8천억 원 가치의 회사를 만드는 컴퍼니빌딩,2022-09-16 21:09:58,-,197000,CARD,197000,-,197000,-,9,16
47672,47672,2146796,PAYMENT,93294,210500,FASTCAMPUS,RED,디자인,The RED : Figma로 끝내는 모바일 UXUI 디자인 프로젝트 Kit,2022-09-16 18:09:17,-,380000,CARD,380000,-,380000,-,9,16
