,Unnamed: 0,거래id,유형,고객id,코스ID,사이트,포맷,카테고리,코스(상품) 이름,거래일자,쿠폰이름,판매가격,결제수단,실거래금액,쿠폰할인액,거래금액,환불금액,월,일
97394,97394,1872639,PAYMENT,14627,210867,FASTCAMPUS,RED,데이터 사이언스,The Red : Facebook Prophet을 활용한 파이썬 시계열 예측 by Juber Rahman 박사,2022-05-27 14:05:22,[CX] 검수용 쿠폰_레드,160000,PROMOTION,0,160000,0,-,5,27
97402,97402,1872616,PAYMENT,16308,210867,FASTCAMPUS,RED,데이터 사이언스,The Red : Facebook Prophet을 활용한 파이썬 시계열 예측 by Juber Rahman 박사,2022-05-27 14:05:14,[CX] 검수용 쿠폰_레드,160000,PROMOTION,0,160000,0,-,5,27
97407,97407,1872595,PAYMENT,81157,204670,FASTCAMPUS,RED,마케팅,The RED : 김영하 작가의 내 안의 숨은 이야기를 찾아 쓰는 법,2022-05-27 14:05:27,-,193000,POINT,193000,-,193000,-,5,27
97412,97412,1872541,PAYMENT,79480,209503,FASTCAMPUS,RED,프로그래밍,The RED : 효과적인 비동기처리를 위한 Kotlin Coroutines & Flow 마스터 by 김용욱,2022-05-27 14:05:46,-,219000,CARD,219000,-,219000,-,5,27
97428,97428,1872429,PAYMENT,90077,204325,FASTCAMPUS,RED,마케팅,THE RED : 광고인 박웅현과 크리에이티브,2022-05-27 13:05:17,[5월 쿠폰] The Red 강의 3만원 할인,152000,CARD,122000,30000,122000,-,5,27
97430,97430,1872385,PAYMENT,42747,208345,FASTCAMPUS,RED,데이터 사이언스,The Red : Google 출신 엔지니어와 고성능 검색엔진 만들기 with Elasticsearch,2022-05-27 13:05:51,-,385000,VBANK,385000,-,385000,-,5,27
97446,97446,1872186,PAYMENT,62145,204325,FASTCAMPUS,RED,마케팅,THE RED : 광고인 박웅현과 크리에이티브,2022-05-27 11:05:43,-,152000,CARD,152000,-,152000,-,5,27
97448,97448,1872176,PAYMENT,9077,210405,FASTCAMPUS,RED,마케팅,The red : 나만의 세계가 담긴 동화 쓰기 BY. 황선미,2022-05-27 11:05:20,[5월 쿠폰] The Red 강의 3만원 할인,164000,CARD,134000,30000,134000,-,5,27
97455,97455,1872117,PAYMENT,44507,209503,FASTCAMPUS,RED,프로그래밍,The RED : 효과적인 비동기처리를 위한 Kotlin Coroutines & Flow 마스터 by 김용욱,2022-05-27 10:05:21,-,219000,CARD,219000,-,219000,-,5,27
97467,97467,1872070,PAYMENT,52304,206390,FASTCAMPUS,RED,영상/3D,The RED : 픽사 라이팅 아티스트에게 배우는 빛과 색의 비주얼 스토리텔링 by 이민형,2022-05-27 10:05:25,-,470000,CARD,470000,-,470000,-,5,27
97485,97485,1871893,PAYMENT,15347,204706,FASTCAMPUS,RED,프로그래밍,The RED : 견고한 UI 설계를 위한 마크업 가이드 by 정찬명,2022-05-27 07:05:06,[5월 쿠폰] The Red 강의 3만원 할인,202000,CARD,172000,30000,172000,-,5,27
97494,97494,1871726,PAYMENT,72181,206295,FASTCAMPUS,RED,프로그래밍,The RED : 슈퍼앱 운영을 위한 확장성 높은 앱 아키텍처 구축 by 노수진,2022-05-27 01:05:48,-,270000,TRANS,270000,-,270000,-,5,27
97509,97509,1871520,PAYMENT,12153,211114,FASTCAMPUS,RED,데이터 사이언스,The RED : Snowflake를 활용한 클라우드 데이터 엔지니어링,2022-05-26 23:05:38,The RED : Snowflake를 활용한 클라우드 데이터 엔지니어링 20% 할인 쿠폰,179000,CARD,143200,35800,143200,-,5,26
97527,97527,1871323,PAYMENT,44508,205143,FASTCAMPUS,RED,프로그래밍,The RED : 백엔드 에센셜 : 대용량 서비스를 위한 아키텍처 with Redis by 강대명,2022-05-26 22:05:52,-,273000,CARD,273000,-,273000,-,5,26
97529,97529,1871316,PAYMENT,67795,205143,FASTCAMPUS,RED,프로그래밍,The RED : 백엔드 에센셜 : 대용량 서비스를 위한 아키텍처 with Redis by 강대명,2022-05-26 22:05:04,[5월 쿠폰] The Red 강의 3만원 할인,273000,POINT,243000,30000,243000,-,5,26
97552,97552,1870921,PAYMENT,64084,203146,FASTCAMPUS,RED,프로그래밍,The RED : 현실 세상의 TDD by 이규원,2022-05-26 19:05:59,[5월 쿠폰] The Red 강의 3만원 할인,222000,CARD,192000,30000,192000,-,5,26
97571,97571,1870762,PAYMENT,96095,209503,FASTCAMPUS,RED,프로그래밍,The RED : 효과적인 비동기처리를 위한 Kotlin Coroutines & Flow 마스터 by 김용욱,2022-05-26 18:05:40,[5월 쿠폰] The Red 강의 3만원 할인,219000,CARD,189000,30000,189000,-,5,26
97589,97589,1870663,PAYMENT,86660,208258,FASTCAMPUS,RED,데이터 사이언스,The RED : Meta 연구원 문경식의 단일 이미지 인식을 통한 Human Pose Estimation,2022-05-26 17:05:04,[5월 쿠폰] The Red 강의 3만원 할인,364000,CARD,334000,30000,334000,-,5,26
97594,97594,1870640,PAYMENT,8665,208098,FASTCAMPUS,RED,프로그래밍,The RED : 모든 비즈니스를 성공으로 이끄는 Product Management Essential by 김영욱,2022-05-26 17:05:17,[5월 쿠폰] The Red 강의 3만원 할인,244000,CARD,214000,30000,214000,-,5,26
97595,97595,1870638,PAYMENT,72192,210867,FASTCAMPUS,RED,데이터 사이언스,The Red : Facebook Prophet을 활용한 파이썬 시계열 예측 by Juber Rahman 박사,2022-05-26 17:05:51,[5월 쿠폰] The Red 강의 3만원 할인,160000,CARD,130000,30000,130000,-,5,26
97596,97596,1870634,PAYMENT,71347,206295,FASTCAMPUS,RED,프로그래밍,The RED : 슈퍼앱 운영을 위한 확장성 높은 앱 아키텍처 구축 by 노수진,2022-05-26 17:05:33,-,270000,CARD,270000,-,270000,-,5,26
97597,97597,1870632,PAYMENT,80963,209503,FASTCAMPUS,RED,프로그래밍,The RED : 효과적인 비동기처리를 위한 Kotlin Coroutines & Flow 마스터 by 김용욱,2022-05-26 17:05:04,-,219000,CARD,219000,-,219000,-,5,26
97633,97633,1870359,PAYMENT,22742,208258,FASTCAMPUS,RED,데이터 사이언스,The RED : Meta 연구원 문경식의 단일 이미지 인식을 통한 Human Pose Estimation,2022-05-26 15:05:16,-,364000,CARD,364000,-,364000,-,5,26
97634,97634,1870358,PAYMENT,92745,211114,FASTCAMPUS,RED,데이터 사이언스,The RED : Snowflake를 활용한 클라우드 데이터 엔지니어링,2022-05-26 15:05:33,[5월 쿠폰] The Red 강의 2만원 할인,179000,CARD,159000,20000,159000,-,5,26
97638,97638,1870345,PAYMENT,75087,205143,FASTCAMPUS,RED,프로그래밍,The RED : 백엔드 에센셜 : 대용량 서비스를 위한 아키텍처 with Redis by 강대명,2022-05-26 14:05:35,-,273000,CARD,273000,-,273000,-,5,26
97647,97647,1870289,PAYMENT,98452,210405,FASTCAMPUS,RED,마케팅,The red : 나만의 세계가 담긴 동화 쓰기 BY. 황선미,2022-05-26 14:05:30,-,164000,CARD,164000,-,164000,-,5,26
97661,97661,1870183,PAYMENT,15910,210405,FASTCAMPUS,RED,마케팅,The red : 나만의 세계가 담긴 동화 쓰기 BY. 황선미,2022-05-26 13:05:26,-,164000,CARD,164000,-,164000,-,5,26
97670,97670,1870146,PAYMENT,74332,203180,FASTCAMPUS,RED,마케팅,The RED : 지브리 스튜디오 제작국장에게 듣는 스토리텔링 기획법,2022-05-26 13:05:09,-,172000,CARD,172000,-,172000,-,5,26
97684,97684,1870036,PAYMENT,93600,209503,FASTCAMPUS,RED,프로그래밍,The RED : 효과적인 비동기처리를 위한 Kotlin Coroutines & Flow 마스터 by 김용욱,2022-05-26 12:05:01,-,219000,CARD,219000,-,219000,-,5,26
97697,97697,1869907,PAYMENT,6251,210405,FASTCAMPUS,RED,마케팅,The red : 나만의 세계가 담긴 동화 쓰기 BY. 황선미,2022-05-26 11:05:24,-,164000,POINT,164000,-,164000,-,5,26
97718,97718,1869775,PAYMENT,86154,208723,FASTCAMPUS,RED,데이터 사이언스,The RED : 우버처럼 하는 머신러닝 의사결정 by 정종빈,2022-05-26 11:05:21,[5월 쿠폰] The Red 강의 3만원 할인,266000,CARD,236000,30000,236000,-,5,26
97725,97725,1869745,PAYMENT,17858,210776,FASTCAMPUS,RED,데이터 사이언스,The Red : 딥러닝 뉴럴네트워크 GNN,2022-05-26 10:05:29,-,230000,CARD,230000,-,230000,-,5,26
97726,97726,1869737,PAYMENT,3303,211114,FASTCAMPUS,RED,데이터 사이언스,The RED : Snowflake를 활용한 클라우드 데이터 엔지니어링,2022-05-26 10:05:14,The RED : Snowflake를 활용한 클라우드 데이터 엔지니어링 20% 할인 쿠폰,179000,CARD,143200,35800,143200,-,5,26
97736,97736,1869668,PAYMENT,8246,204670,FASTCAMPUS,RED,마케팅,The RED : 김영하 작가의 내 안의 숨은 이야기를 찾아 쓰는 법,2022-05-26 10:05:27,-,193000,CARD,193000,-,193000,-,5,26
97742,97742,1869653,PAYMENT,12300,210776,FASTCAMPUS,RED,데이터 사이언스,The Red : 딥러닝 뉴럴네트워크 GNN,2022-05-26 10:05:39,-,230000,CARD,230000,-,230000,-,5,26
97743,97743,1869652,PAYMENT,36983,210867,FASTCAMPUS,RED,데이터 사이언스,The Red : Facebook Prophet을 활용한 파이썬 시계열 예측 by Juber Rahman 박사,2022-05-26 10:05:32,-,160000,CARD,160000,-,160000,-,5,26
97744,97744,1869650,PAYMENT,38111,205535,FASTCAMPUS,RED,데이터 사이언스,The RED : 현실 데이터를 활용한 추천시스템 구현 A to Z by 번개장터 CTO 이동주,2022-05-26 10:05:24,-,462000,CARD,462000,-,462000,-,5,26
97748,97748,1869643,PAYMENT,45677,206848,FASTCAMPUS,RED,데이터 사이언스,The RED : Youtube 알고리즘 개발자 이준석의 추천시스템 마스터 클래스,2022-05-26 10:05:02,-,750000,CARD,750000,-,750000,-,5,26
97759,97759,1869564,PAYMENT,34137,208258,FASTCAMPUS,RED,데이터 사이언스,The RED : Meta 연구원 문경식의 단일 이미지 인식을 통한 Human Pose Estimation,2022-05-26 09:05:08,-,364000,CARD,364000,-,364000,-,5,26
97760,97760,1869563,PAYMENT,59956,204706,FASTCAMPUS,RED,프로그래밍,The RED : 견고한 UI 설계를 위한 마크업 가이드 by 정찬명,2022-05-26 09:05:13,-,202000,POINT,202000,-,202000,-,5,26
97780,97780,1869400,PAYMENT,2276,207890,FASTCAMPUS,RED,영상/3D,The RED : 국내 최대 규모의 올인원 프로덕션 : 쟈니브로스에게 배우는 뮤직비디오 제작 바이블,2022-05-26 02:05:33,[5월 쿠폰] The Red 강의 3만원 할인,251000,CARD,221000,30000,221000,-,5,26
97799,97799,1869234,PAYMENT,57016,203657,FASTCAMPUS,RED,프로그래밍,The RED : 개발자로 살아남기 : 30년을 주도하는 9가지 필수 기술 by 박종천,2022-05-25 23:05:23,-,212000,CARD,212000,-,212000,-,5,25
97812,97812,1869183,PAYMENT,92890,208258,FASTCAMPUS,RED,데이터 사이언스,The RED : Meta 연구원 문경식의 단일 이미지 인식을 통한 Human Pose Estimation,2022-05-25 23:05:36,-,364000,POINT,364000,-,364000,-,5,25
97816,97816,1869146,PAYMENT,39519,204652,FASTCAMPUS,RED,프로그래밍,The RED : 비즈니스 성공을 위한 Java/Spring 기반 서비스 개발과 MSA 구축 by 이희창,2022-05-25 22:05:58,[5월 쿠폰] The Red 강의 3만원 할인,252000,CARD,222000,30000,222000,-,5,25
97822,97822,1869089,PAYMENT,71198,202932,FASTCAMPUS,RED,프로그래밍,The RED : 김민태,2022-05-25 22:05:58,-,216000,CARD,216000,-,216000,-,5,25
97823,97823,1869087,PAYMENT,92714,208854,FASTCAMPUS,RED,업무 생산성,The RED : YouTube 프로덕트 매니저 다니엘의 PM 101,2022-05-25 22:05:49,-,219000,CARD,219000,-,219000,-,5,25
97828,97828,1869056,PAYMENT,92199,204670,FASTCAMPUS,RED,마케팅,The RED : 김영하 작가의 내 안의 숨은 이야기를 찾아 쓰는 법,2022-05-25 21:05:32,-,193000,CARD,193000,-,193000,-,5,25
97841,97841,1868978,PAYMENT,94870,204670,FASTCAMPUS,RED,마케팅,The RED : 김영하 작가의 내 안의 숨은 이야기를 찾아 쓰는 법,2022-05-25 20:05:54,[5월 쿠폰] The Red 강의 3만원 할인,193000,CARD,163000,30000,163000,-,5,25
97857,97857,1868884,PAYMENT,49880,210500,FASTCAMPUS,RED,디자인,The RED : Figma로 끝내는 모바일 UXUI 디자인 프로젝트 Kit,2022-05-25 19:05:34,-,360000,CARD,360000,-,360000,-,5,25
97862,97862,1868854,PAYMENT,13452,209503,FASTCAMPUS,RED,프로그래밍,The RED : 효과적인 비동기처리를 위한 Kotlin Coroutines & Flow 마스터 by 김용욱,2022-05-25 19:05:20,-,219000,CARD,219000,-,219000,-,5,25
97868,97868,1868834,PAYMENT,9428,210405,FASTCAMPUS,RED,마케팅,The red : 나만의 세계가 담긴 동화 쓰기 BY. 황선미,2022-05-25 18:05:15,-,164000,CARD,164000,-,164000,-,5,25
97884,97884,1868648,PAYMENT,15664,206099,FASTCAMPUS,RED,프로그래밍,The RED : 조은의 프론트엔드 실무 가이드 : 요구사항 분석과 적정 기술,2022-05-25 16:05:02,-,218000,CARD,218000,-,218000,-,5,25
97898,97898,1868558,PAYMENT,39660,210405,FASTCAMPUS,RED,마케팅,The red : 나만의 세계가 담긴 동화 쓰기 BY. 황선미,2022-05-28 12:05:09,[5월 쿠폰] The Red 강의 3만원 할인,164000,VBANK,134000,30000,134000,-,5,28
97906,97906,1868485,PAYMENT,47795,209503,FASTCAMPUS,RED,프로그래밍,The RED : 효과적인 비동기처리를 위한 Kotlin Coroutines & Flow 마스터 by 김용욱,2022-05-25 15:05:31,-,219000,CARD,219000,-,219000,-,5,25
97914,97914,1868448,PAYMENT,71803,206390,FASTCAMPUS,RED,영상/3D,The RED : 픽사 라이팅 아티스트에게 배우는 빛과 색의 비주얼 스토리텔링 by 이민형,2022-05-25 14:05:22,-,470000,CARD,470000,-,470000,-,5,25
97929,97929,1868331,PAYMENT,14578,204670,FASTCAMPUS,RED,마케팅,The RED : 김영하 작가의 내 안의 숨은 이야기를 찾아 쓰는 법,2022-05-25 13:05:43,-,193000,CARD,193000,-,193000,-,5,25
97938,97938,1868296,PAYMENT,14481,202919,FASTCAMPUS,RED,프로그래밍,The RED : 프론트엔드 개발자 김태곤,2022-05-25 13:05:04,-,201000,TRANSFER,171000,-,171000,-,5,25
97950,97950,1868199,PAYMENT,97757,204649,FASTCAMPUS,RED,데이터 사이언스,The RED : 칼만필터를 활용한 자율주행 센서퓨전 기술 구현 by 조형기,2022-05-25 12:05:21,-,278000,CARD,278000,-,278000,-,5,25
97959,97959,1868149,PAYMENT,182,210405,FASTCAMPUS,RED,마케팅,The red : 나만의 세계가 담긴 동화 쓰기 BY. 황선미,2022-05-25 11:05:56,CX 팀 검수쿠폰 -RED ,164000,PROMOTION,0,164000,0,-,5,25
97962,97962,1868128,PAYMENT,6918,210405,FASTCAMPUS,RED,마케팅,The red : 나만의 세계가 담긴 동화 쓰기 BY. 황선미,2022-05-25 11:05:08,[CX] 검수용 쿠폰_레드,164000,PROMOTION,0,164000,0,-,5,25
97965,97965,1868110,PAYMENT,74782,210500,FASTCAMPUS,RED,디자인,The RED : Figma로 끝내는 모바일 UXUI 디자인 프로젝트 Kit,2022-05-25 11:05:11,-,360000,CARD,360000,-,360000,-,5,25
98026,98026,1867651,PAYMENT,35697,206411,FASTCAMPUS,RED,디자인,The RED : UX디자인의 정석 2022,2022-05-25 00:05:48,-,193000,POINT,193000,-,193000,-,5,25
98027,98027,1867641,PAYMENT,15252,208098,FASTCAMPUS,RED,프로그래밍,The RED : 모든 비즈니스를 성공으로 이끄는 Product Management Essential by 김영욱,2022-05-25 00:05:16,-,244000,CARD,244000,-,244000,-,5,25
98033,98033,1867614,PAYMENT,25334,208258,FASTCAMPUS,RED,데이터 사이언스,The RED : Meta 연구원 문경식의 단일 이미지 인식을 통한 Human Pose Estimation,2022-05-25 00:05:22,-,364000,CARD,364000,-,364000,-,5,25
98044,98044,1867548,PAYMENT,69490,209521,FASTCAMPUS,RED,디자인,"The RED : 구글이 선택한 디자이너, 한유진의 디자인 시장 생존전략",2022-05-24 23:05:01,-,184000,CARD,184000,-,184000,-,5,24
98045,98045,1867545,PAYMENT,84320,210405,FASTCAMPUS,RED,마케팅,The red : 나만의 세계가 담긴 동화 쓰기 BY. 황선미,2022-05-24 23:05:12,-,164000,POINT,164000,-,164000,-,5,24
98055,98055,1867435,PAYMENT,83172,209503,FASTCAMPUS,RED,프로그래밍,The RED : 효과적인 비동기처리를 위한 Kotlin Coroutines & Flow 마스터 by 김용욱,2022-05-24 22:05:01,[5월 쿠폰] The Red 강의 3만원 할인,219000,CARD,189000,30000,189000,-,5,24
98079,98079,1867262,PAYMENT,92483,210776,FASTCAMPUS,RED,데이터 사이언스,The Red : 딥러닝 뉴럴네트워크 GNN,2022-05-24 20:05:08,-,230000,CARD,230000,-,230000,-,5,24
98081,98081,1867246,PAYMENT,50472,204670,FASTCAMPUS,RED,마케팅,The RED : 김영하 작가의 내 안의 숨은 이야기를 찾아 쓰는 법,2022-05-24 20:05:27,-,193000,POINT,193000,-,193000,-,5,24
98084,98084,1867237,PAYMENT,49491,210405,FASTCAMPUS,RED,마케팅,The red : 나만의 세계가 담긴 동화 쓰기 BY. 황선미,2022-05-24 20:05:33,[5월 쿠폰] The Red 강의 2만원 할인,164000,VBANK,144000,20000,144000,-,5,24
98086,98086,1867229,PAYMENT,98841,206390,FASTCAMPUS,RED,영상/3D,The RED : 픽사 라이팅 아티스트에게 배우는 빛과 색의 비주얼 스토리텔링 by 이민형,2022-05-24 20:05:59,[5월 쿠폰] The Red 강의 3만원 할인,303000,VBANK,273000,30000,273000,-,5,24
98095,98095,1867156,PAYMENT,58749,204670,FASTCAMPUS,RED,마케팅,The RED : 김영하 작가의 내 안의 숨은 이야기를 찾아 쓰는 법,2022-05-24 19:05:56,-,193000,CARD,193000,-,193000,-,5,24
98099,98099,1867125,PAYMENT,18754,206099,FASTCAMPUS,RED,프로그래밍,The RED : 조은의 프론트엔드 실무 가이드 : 요구사항 분석과 적정 기술,2022-05-24 19:05:04,-,218000,CARD,218000,-,218000,-,5,24
98104,98104,1867069,PAYMENT,73029,210405,FASTCAMPUS,RED,마케팅,The red : 나만의 세계가 담긴 동화 쓰기 BY. 황선미,2022-05-24 18:05:06,CRM_RED 검수용 쿠폰,164000,PROMOTION,0,164000,0,-,5,24
98106,98106,1867064,PAYMENT,10118,210405,FASTCAMPUS,RED,마케팅,The red : 나만의 세계가 담긴 동화 쓰기 BY. 황선미,2022-05-24 18:05:22,[CX] 검수용 쿠폰_레드,164000,PROMOTION,0,164000,0,-,5,24
98107,98107,1867063,PAYMENT,61534,210405,FASTCAMPUS,RED,마케팅,The red : 나만의 세계가 담긴 동화 쓰기 BY. 황선미,2022-05-24 18:05:50,[CX] 검수용 쿠폰_레드,164000,PROMOTION,0,164000,0,-,5,24
98108,98108,1867062,PAYMENT,2603,210405,FASTCAMPUS,RED,마케팅,The red : 나만의 세계가 담긴 동화 쓰기 BY. 황선미,2022-05-24 18:05:20,[CX] 검수용 쿠폰_레드,164000,PROMOTION,0,164000,0,-,5,24
98109,98109,1867060,PAYMENT,14200,210405,FASTCAMPUS,RED,마케팅,The red : 나만의 세계가 담긴 동화 쓰기 BY. 황선미,2022-05-24 18:05:29,[CX] 검수용 쿠폰_레드,164000,PROMOTION,0,164000,0,-,5,24
98118,98118,1866994,PAYMENT,89695,206295,FASTCAMPUS,RED,프로그래밍,The RED : 슈퍼앱 운영을 위한 확장성 높은 앱 아키텍처 구축 by 노수진,2022-05-24 17:05:09,-,270000,CARD,270000,-,270000,-,5,24
98140,98140,1866804,PAYMENT,10503,204652,FASTCAMPUS,RED,프로그래밍,The RED : 비즈니스 성공을 위한 Java/Spring 기반 서비스 개발과 MSA 구축 by 이희창,2022-05-24 16:05:33,-,252000,CARD,252000,-,252000,-,5,24
98149,98149,1866757,PAYMENT,37669,209503,FASTCAMPUS,RED,프로그래밍,The RED : 효과적인 비동기처리를 위한 Kotlin Coroutines & Flow 마스터 by 김용욱,2022-05-24 15:05:30,-,219000,POINT,219000,-,219000,-,5,24
98177,98177,1866630,PAYMENT,59308,210405,FASTCAMPUS,RED,마케팅,The red : 나만의 세계가 담긴 동화 쓰기 BY. 황선미,2022-05-24 14:05:29,-,164000,POINT,164000,-,164000,-,5,24
98206,98206,1866491,PAYMENT,31575,204824,FASTCAMPUS,RED,데이터 사이언스,The RED : 검색엔진 구축을 위한 Elasticsearch 마스터 클래스 by 정호욱 ,2022-05-24 13:05:09,-,457000,CARD,457000,-,457000,-,5,24
98236,98236,1866310,PAYMENT,59781,204670,FASTCAMPUS,RED,마케팅,The RED : 김영하 작가의 내 안의 숨은 이야기를 찾아 쓰는 법,2022-05-24 12:05:16,-,193000,CARD,193000,-,193000,-,5,24
98241,98241,1866257,PAYMENT,62933,204325,FASTCAMPUS,RED,마케팅,THE RED : 광고인 박웅현과 크리에이티브,2022-05-24 11:05:49,-,152000,CARD,152000,-,152000,-,5,24
98245,98245,1866219,PAYMENT,711,204670,FASTCAMPUS,RED,마케팅,The RED : 김영하 작가의 내 안의 숨은 이야기를 찾아 쓰는 법,2022-05-24 11:05:02,-,193000,CARD,193000,-,193000,-,5,24
98248,98248,1866207,PAYMENT,95551,205535,FASTCAMPUS,RED,데이터 사이언스,The RED : 현실 데이터를 활용한 추천시스템 구현 A to Z by 번개장터 CTO 이동주,2022-05-24 11:05:31,[무료수강권] 강의 참고용 발행_강사님,462000,PROMOTION,0,462000,0,-,5,24
98249,98249,1866205,PAYMENT,68648,208098,FASTCAMPUS,RED,프로그래밍,The RED : 모든 비즈니스를 성공으로 이끄는 Product Management Essential by 김영욱,2022-05-24 11:05:38,[무료수강권] 강의 참고용 발행_강사님,244000,PROMOTION,0,244000,0,-,5,24
98250,98250,1866203,PAYMENT,82557,205143,FASTCAMPUS,RED,프로그래밍,The RED : 백엔드 에센셜 : 대용량 서비스를 위한 아키텍처 with Redis by 강대명,2022-05-24 11:05:27,[무료수강권] 강의 참고용 발행_강사님,273000,PROMOTION,0,273000,0,-,5,24
98257,98257,1866171,PAYMENT,95104,211114,FASTCAMPUS,RED,데이터 사이언스,The RED : Snowflake를 활용한 클라우드 데이터 엔지니어링,2022-05-24 10:05:18,[내부검수용] RED 강의 검수용 쿠폰 ,179000,PROMOTION,0,179000,0,-,5,24
98277,98277,1866122,PAYMENT,5462,202878,FASTCAMPUS,RED,업무 생산성,The RED : 최고제품책임자(CPO) 윤희경,2022-05-24 10:05:09,-,219000,CARD,219000,-,219000,-,5,24
98285,98285,1866091,PAYMENT,98627,203180,FASTCAMPUS,RED,마케팅,The RED : 지브리 스튜디오 제작국장에게 듣는 스토리텔링 기획법,2022-05-24 09:05:25,-,172000,CARD,172000,-,172000,-,5,24
98286,98286,1866088,PAYMENT,35269,204325,FASTCAMPUS,RED,마케팅,THE RED : 광고인 박웅현과 크리에이티브,2022-05-24 09:05:16,-,152000,CARD,152000,-,152000,-,5,24
98291,98291,1866045,PAYMENT,84398,205222,FASTCAMPUS,RED,영상/3D,The RED : 탑 아티스트가 선택한 디렉터 : 권오준이 알려주는 영상 연출의 모든 것,2022-05-24 09:05:38,-,204000,CARD,204000,-,204000,-,5,24
98294,98294,1866031,PAYMENT,2124,209503,FASTCAMPUS,RED,프로그래밍,The RED : 효과적인 비동기처리를 위한 Kotlin Coroutines & Flow 마스터 by 김용욱,2022-05-24 09:05:30,-,219000,CARD,219000,-,219000,-,5,24
98304,98304,1865979,PAYMENT,20874,210776,FASTCAMPUS,RED,데이터 사이언스,The Red : 딥러닝 뉴럴네트워크 GNN,2022-05-24 07:05:58,-,230000,CARD,230000,-,230000,-,5,24
98309,98309,1865946,PAYMENT,70255,202917,FASTCAMPUS,RED,프로그래밍,The RED : 카카오페이지 기술전략이사 윤진석,2022-05-24 04:05:41,[5월 쿠폰] The Red 강의 3만원 할인,192000,CARD,162000,30000,162000,-,5,24
98321,98321,1865850,PAYMENT,75427,202878,FASTCAMPUS,RED,업무 생산성,The RED : 최고제품책임자(CPO) 윤희경,2022-05-24 00:05:43,-,219000,CARD,219000,-,219000,-,5,24
98322,98322,1865849,PAYMENT,9082,202929,FASTCAMPUS,RED,데이터 사이언스,The RED : 데이터 사이언티스트 하용호,2022-05-24 00:05:23,-,222000,POINT,222000,-,222000,-,5,24
98325,98325,1865821,PAYMENT,72212,204649,FASTCAMPUS,RED,데이터 사이언스,The RED : 칼만필터를 활용한 자율주행 센서퓨전 기술 구현 by 조형기,2022-05-23 23:05:55,-,278000,CARD,278000,-,278000,-,5,23
98328,98328,1865814,PAYMENT,18153,208258,FASTCAMPUS,RED,데이터 사이언스,The RED : Meta 연구원 문경식의 단일 이미지 인식을 통한 Human Pose Estimation,2022-05-23 23:05:12,-,364000,CARD,364000,-,364000,-,5,23
98329,98329,1865810,PAYMENT,2107,210776,FASTCAMPUS,RED,데이터 사이언스,The Red : 딥러닝 뉴럴네트워크 GNN,2022-05-23 23:05:42,-,230000,CARD,230000,-,230000,-,5,23
98348,98348,1865721,PAYMENT,68060,211114,FASTCAMPUS,RED,데이터 사이언스,The RED : Snowflake를 활용한 클라우드 데이터 엔지니어링,2022-05-23 22:05:12,The RED : Snowflake를 활용한 클라우드 데이터 엔지니어링 20% 할인 쿠폰,179000,POINT,143200,35800,143200,-,5,23
98349,98349,1865713,PAYMENT,44888,206390,FASTCAMPUS,RED,영상/3D,The RED : 픽사 라이팅 아티스트에게 배우는 빛과 색의 비주얼 스토리텔링 by 이민형,2022-05-23 22:05:22,-,303000,CARD,303000,-,303000,-,5,23
98351,98351,1865704,PAYMENT,65245,210405,FASTCAMPUS,RED,마케팅,The red : 나만의 세계가 담긴 동화 쓰기 BY. 황선미,2022-05-23 22:05:54,-,164000,CARD,164000,-,164000,-,5,23
98366,98366,1865606,PAYMENT,97622,210776,FASTCAMPUS,RED,데이터 사이언스,The Red : 딥러닝 뉴럴네트워크 GNN,2022-05-23 21:05:47,-,230000,CARD,230000,-,230000,-,5,23
98377,98377,1865526,PAYMENT,51829,203180,FASTCAMPUS,RED,마케팅,The RED : 지브리 스튜디오 제작국장에게 듣는 스토리텔링 기획법,2022-05-23 20:05:02,-,172000,CARD,172000,-,172000,-,5,23
98390,98390,1865443,PAYMENT,38298,210405,FASTCAMPUS,RED,마케팅,The red : 나만의 세계가 담긴 동화 쓰기 BY. 황선미,2022-05-23 19:05:07,-,164000,CARD,164000,-,164000,-,5,23
98410,98410,1865316,PAYMENT,32109,206295,FASTCAMPUS,RED,프로그래밍,The RED : 슈퍼앱 운영을 위한 확장성 높은 앱 아키텍처 구축 by 노수진,2022-05-23 17:05:15,-,270000,CARD,270000,-,270000,-,5,23
98431,98431,1865233,PAYMENT,69287,203180,FASTCAMPUS,RED,마케팅,The RED : 지브리 스튜디오 제작국장에게 듣는 스토리텔링 기획법,2022-05-23 16:05:06,-,172000,TRANS,172000,-,172000,-,5,23
98441,98441,1865185,PAYMENT,45864,208854,FASTCAMPUS,RED,업무 생산성,The RED : YouTube 프로덕트 매니저 다니엘의 PM 101,2022-05-23 16:05:07,-,219000,POINT,219000,-,219000,-,5,23
98447,98447,1865162,PAYMENT,81435,205143,FASTCAMPUS,RED,프로그래밍,The RED : 백엔드 에센셜 : 대용량 서비스를 위한 아키텍처 with Redis by 강대명,2022-05-23 16:05:19,-,273000,CARD,273000,-,273000,-,5,23
98473,98473,1865033,PAYMENT,23740,204670,FASTCAMPUS,RED,마케팅,The RED : 김영하 작가의 내 안의 숨은 이야기를 찾아 쓰는 법,2022-05-23 14:05:42,-,193000,CARD,193000,-,193000,-,5,23
